handle,rank,oldRating,newRating
tourist,1,2977,3034
cerealguy,2,2368,2467
rng_58,3,2781,2805
peter50216,4,2688,2713
Egor,5,2643,2668
PavelKunyavskiy,6,2272,2357
RAD,7,2490,2531
liympanda,8,2388,2446
watashi,9,2347,2412
kelvin,10,2233,2320
marcina007,11,1947,2094
YLiyxr,12,1969,2111
Dmitry_Egorov,13,2554,2566
I_love_natalia,14,2035,2161
dolphinigle,15,2389,2433
earl,16,2121,2225
RAVEman,17,2509,2520
KADR,18,2294,2355
sexyprincess91,19,2122,2223
anrieff,20,1717,1896
Bobik,21,2104,2207
Monyura,22,1927,2069
RomaWhite,23,2056,2168
jablko,24,1767,1936
Gassa,25,2181,2260
Ra16bit,26,2079,2182
KAN,27,2088,2188
tomerun,28,1941,2074
Mimino,29,2324,2358
I_love_Nastya,30,2172,2246
logicmachine,31,2011,2126
Soultaker,32,2092,2185
hogloid,33,2196,2260
YuukaKazami,34,2751,2684
uwi,35,2229,2281
l.j.q.light,35,1886,2025
K_operafan,37,1908,2041
NALP,38,2143,2215
dreamoon,39,2338,2350
mzry1992,40,1866,2006
kohyatoh,41,2189,2244
Anton_Lunyov,42,2332,2340
Shef,43,2224,2266
Landertxu,44,1837,1979
Ruslan,45,1815,1961
gojira,46,2253,2281
C.sis,47,1965,2076
Fefer_Ivan,48,2136,2198
masha_and_beer,49,2101,2173
polmauri,50,2100,2171
cgy4ever,51,2187,2229
natalia,52,2324,2319
BenZ,53,1951,2060
pty,54,1945,2055
takaramono,55,2108,2171
Milanin,56,2278,2282
craus,57,2059,2134
tloinuy,58,1924,2036
alexey.shchepin,59,2077,2145
niyaznigmatul,60,2210,2232
ainta,61,2108,2164
yeputons,62,2635,2558
Alex_2oo8,63,1767,1909
partisan,63,2150,2189
al13n,65,2368,2325
Archon.JK,66,2357,2315
VArtem,67,2072,2133
alexander86,68,2180,2202
qwerty787788,69,1820,1947
dragoon,70,2042,2109
Sisu,70,2109,2154
chokudai,72,1876,1988
AlexAlvarez,73,1860,1975
cyk2011,74,1749,1886
Coder,75,2322,2280
-XraY-,75,2164,2183
evima,77,1952,2040
Gullesnuffs,78,1846,1960
stubbscroll,79,1783,1910
EbTech,80,2096,2134
AlexDmitriev,81,2014,2079
prowindy,82,1893,1993
hanfei19910905,82,1908,2004
alpc95,84,1768,1895
todo,85,1811,1928
neal,86,2322,2273
zlfengyi1,86,1920,2009
handojo1,88,1785,1906
xhae,89,1908,1998
wwwwodddd,90,1967,2038
Fcdkbear,91,1978,2045
aropan,92,2136,2145
dxhisboy,93,1774,1893
gen,93,1934,2013
916852,95,1776,1894
ll931110,96,2296,2246
pperm,96,2264,2219
rankalee,96,2104,2121
JShmatov,99,1701,1830
OpalDshawn,99,1712,1839
SergeyLazarev,101,1770,1885
Igor_Kudryashov,101,2224,2184
cxlove,103,1737,1857
v.haralampiev,104,2227,2185
infrmtcs,104,1918,1992
ACube,106,2165,2147
fhlasek,107,2046,2074
Arios,108,2085,2096
Fdg,109,2232,2187
Shik,110,2351,2287
ballon,110,1933,1997
otakkanan,110,1728,1845
akashin,113,1828,1920
WhiteCrow,114,1954,2008
DamianS,115,2205,2161
alexey.enkov,116,2044,2063
robert_rosolek,117,1804,1900
Deamon,118,1788,1887
alpc91,119,1713,1827
AndreySiunov,120,1821,1910
I_love_Tanya_Romanova,121,1990,2025
mylyanyk.ivan,122,1702,1816
vlad107,122,2052,2062
rcx92,122,1755,1858
Riatre,125,1966,2006
chenwenxiao,126,1819,1904
daidailanlan,126,1775,1871
subscriber,128,2191,2143
MinakoKojima,129,2125,2096
macs,130,1984,2013
ramen-,130,2210,2158
Kornacker,130,1981,2011
AlexanderBolshakov,133,1994,2016
hex539,133,1811,1893
sjynoi,135,1975,2002
pewpew,135,2004,2020
ivan100sic,135,1946,1984
lamphanviet,138,1962,1992
ts10,139,1901,1951
lcch,140,1955,1985
chavit,140,2072,2055
Uncia,140,1768,1856
Sereja,143,2174,2123
shubhanshu,143,1787,1868
espr1t,145,1970,1990
dj3500,146,2263,2197
rares.buhai,147,2102,2063
tunyash,147,1869,1923
shenshanlaoyao,149,1908,1948
Stefania,150,1734,1823
scottai1,151,2289,2218
adrian.jaskolka,152,1976,1987
ASPIRINKA,153,1912,1947
Alchemist,154,1941,1964
volkhin,155,1977,1985
hza,156,1803,1870
Kostroma,156,2021,2010
fish_ball,158,1736,1819
Martynas,159,1822,1882
bayleef,160,2288,2214
ZhouYuChen,160,1785,1854
imbanoob,162,2118,2069
birch,162,1827,1883
HanzhongBall_Quanling,162,1945,1960
flydutchman,165,1966,1970
kormyshov,166,1772,1841
lydrainbowcat,166,2120,2069
it4.kp,168,2094,2047
Cepera,169,2055,2016
Darsein,169,1707,1789
LayCurse,171,2413,2316
gongbaoa,171,2055,2015
NuM,173,1944,1950
misof,174,1796,1852
zglicz,175,2015,1989
rspencer,175,1718,1794
azizkhan,177,2187,2123
navi,178,2211,2143
FredaShi,179,1809,1858
niukuo,180,1725,1796
roypalacios,181,2014,1982
kawatea,182,2084,2034
douglasantos,183,1716,1787
sths,183,1945,1942
mjmjmj,185,1965,1952
11223d,186,1816,1858
liouzhou_101,187,2138,2078
dianbei,188,1772,1825
gediiiiiii,189,1801,1845
Yevgen,190,1723,1788
KungA,191,1742,1801
kennethsnow,192,1986,1957
UESTC_Nocturne,193,2290,2205
Liaksiejka,194,1878,1892
Cenadar,195,1876,1890
hytirt,196,1966,1943
lxhgww,197,1824,1855
KhaustovPavel,198,1998,1958
stevenkplus,199,1780,1823
HolkinPV,200,1765,1812
TMandzu,201,1766,1812
kAc,202,1965,1937
Hinidu,203,1767,1811
xwchen,204,1759,1805
abacadaea,205,1870,1878
pele,206,1818,1844
Captain_CoCo,207,1896,1893
Arterm,207,1842,1859
helThazar,209,1721,1773
SiddharthBora,210,1720,1772
shavkat,210,1920,1905
con_nha_ngheo,212,1853,1862
xscape,212,1716,1768
Alpc_Necs,214,1738,1783
hama-du,214,1823,1842
zeliboba,214,2014,1965
mugurelionut,217,2038,1985
Ilya_MSU,218,1907,1891
Rubanenko,218,1905,1890
takapt,220,1776,1806
Davis,220,2001,1953
magicdlf,222,1730,1771
lostRating,222,1934,1902
weiyang,224,2073,2012
whatsgoingon,225,1714,1758
ziki,226,1968,1924
antonkov,226,1786,1808
xioumu,228,1748,1780
yarrr,229,2069,2008
kickbutt,230,1906,1880
Witalia,230,1719,1758
glapul,232,1710,1750
ftfish,233,1737,1769
KrK,234,2093,2027
Demjan,235,1790,1804
darknsux,236,2062,2000
JustN,236,1711,1748
M0sTik,236,1718,1753
fetetriste,239,2030,1972
pva701,240,1908,1873
pershik,240,1869,1851
IwfWcf,242,1747,1770
Aleksander,243,1761,1779
Igel_SK,244,2049,1987
Yukine_Chris,245,1784,1793
whu_yixiaohan,246,1720,1748
ilona,247,1758,1774
jonathanso123456,248,1742,1762
luckman,249,1766,1778
xyzxyz,250,1754,1769
phyxnj,251,1815,1810
ajax565,251,1716,1742
fatest,251,1886,1852
problem-solving,254,1713,1738
vubinh,255,1704,1730
danpol,256,1743,1758
kraskevich,257,1705,1730
Enchom,257,1763,1771
ai0,259,1713,1734
a_h1926,259,1939,1890
Seemann,261,2011,1950
stan,261,1867,1833
nrg3,263,1755,1761
zhanyl,264,1921,1873
fcjy888,264,1706,1726
valentin.harsan10,266,1886,1844
Smit,266,1815,1799
-.-,268,1996,1936
PlayLikeNeverB4,269,1714,1729
hamlet_fiis,270,1703,1720
self_healing,271,2109,2031
Aman,272,1726,1735
mickeyandkaka,273,1703,1718
domhow,274,1746,1748
johnLate,275,1738,1741
alpc115,276,1728,1734
McLaren,277,1704,1716
Hellis,278,1785,1772
Balajiganapathi,279,1868,1825
dgozman,280,2098,2020
CHONPS,281,1758,1752
kamranm,282,1850,1809
Perticas,283,1751,1746
onetwothree,284,1761,1752
timgaripov,285,1777,1761
knightL,286,1919,1866
Eledven,287,1753,1744
Acko,288,1774,1757
flashmt,289,2145,2058
Shangke7788,290,1700,1705
Berezin,291,1738,1732
try_skycn,292,1746,1736
ivanromanov,293,1947,1888
shilov,294,1861,1815
ytau,294,2043,1970
ridowan007,296,1705,1705
freak93,296,2191,2096
Xazker,298,1949,1889
yenthanh.t7,298,1830,1788
moonlight131,300,1851,1805
shindo,300,1881,1830
pfctgeorge,300,1733,1722
repp4radu,300,1718,1712
buaagg,300,1974,1910
caustique,300,1777,1751
kaushik.mv3,306,1844,1797
tanzaku,306,1851,1803
Delta003,306,1733,1718
pimpke,309,1924,1865
Leewings,309,1780,1746
chanming,309,1765,1737
nickbuelich,312,1735,1715
StefanoT,312,1810,1767
style_luo,312,1724,1708
Troy_Cornelius,312,1760,1732
Neroysq,316,1720,1703
ljcc,316,1738,1715
lastenX,316,1748,1721
Shadz07,316,1753,1724
Jami_CSEDU,316,1939,1877
lcastillov,321,1752,1720
PeterGriffin,321,1841,1791
wistful23,321,2006,1933
kuailezhish,321,1732,1707
Eugen,321,1712,1694
stupidbear,326,1747,1714
FreezingCool,326,1732,1704
__Shi,326,1744,1712
Sayakiss,326,1730,1703
merdan,326,1732,1704
squarefk,331,1855,1801
deepangupta91,331,1708,1685
roosephu,331,2136,2041
visanr,331,1745,1709
MuratKhayrulin,331,1879,1822
LightCrystal,331,1712,1687
guliashvili,331,1731,1700
nanikaka,338,1753,1712
jki14,338,1787,1741
ahmed_aly,340,1939,1872
mihaipopa12,340,1768,1724
cont,340,1724,1689
vfleaking,340,1816,1765
yuxingdubai,340,1721,1687
Battle_Mage,340,1776,1731
iscsi,346,1857,1800
neex.emil,346,2302,2206
zhj5chengfeng,346,1756,1712
wind,346,1711,1677
malcolm,350,2054,1968
Mex-Mans,350,1859,1801
mirsaid_mir,350,1707,1671
jskhirtladze,353,1739,1696
hydrastuff,353,1840,1784
daniel.anghel,353,1731,1689
Cyin,356,1808,1755
guille,356,2023,1941
were3441,358,1785,1735
aa2985759,358,2114,2019
CrazyCow,360,1708,1667
Depool,360,1730,1686
adam_,360,1895,1830
anton.akhi,363,1952,1879
jehad131,363,1889,1824
ycalvino,365,1723,1679
