handle,rank,oldRating,newRating
OliKoJo,1,1680,1763
mike_live,2,1692,1767
Yelrose,3,1652,1750
evgenii,4,1651,1749
lolnic,5,1500,1699
enrevol,6,1691,1764
mHuman,7,1545,1697
hzt1,8,1576,1712
gupta_shvm,9,1593,1720
Oyk,10,1688,1761
tempforwhat,11,1622,1733
Kuroba.Kaito,12,1500,1696
nikola12345,13,1666,1750
davidlee1999WTK,14,1696,1761
gasin,15,1561,1702
delphifirst,16,1662,1747
SylfiiKoishi,17,1683,1754
zgmmail,18,1661,1746
abhinav92003,19,1651,1741
mashinist,20,1625,1729
hehaodele,21,1627,1730
code_storm,22,1505,1669
SDUT_GYX,23,1451,1638
zafar_sust_bd,24,1589,1711
NutZ,25,1434,1627
manav245,26,1526,1679
Ails,27,1566,1699
Josik,28,1668,1743
codehulk,29,1541,1685
Baoge,30,1684,1747
ayushp,31,1416,1613
sahilarora946,32,1692,1749
Colin_27,33,1676,1742
20121212,34,1454,1635
Leyla,35,1500,1687
JasonHsiao,36,1500,1687
scientist1642,37,1639,1726
MagicLin,38,1500,1686
JinZhengen,39,1500,1686
542395329,40,1500,1685
zslzx,41,1500,1685
_Katherine_J,42,1581,1698
yesray0216,43,1500,1684
polossk,44,1613,1712
adityaakash,44,1585,1700
caicao,46,1646,1724
toshif,47,1436,1620
sublinekelzrip,48,1500,1682
LOVESY,49,1500,1682
mshang,50,1664,1728
gg111,51,1660,1726
alex9801,52,1500,1681
Elias,53,1648,1721
ashu1461,54,1699,1738
jzzhu,55,1500,1679
vsokolov,56,1632,1713
nblt,57,1672,1727
uran198,58,1648,1718
arkanath,59,1699,1735
keyvankhademi,60,1646,1716
PrashantM,61,1556,1678
Wyz,62,1693,1731
Totoro,62,1594,1695
KD35OKC,64,1500,1676
acafterwa,65,1699,1731
Denis1997,66,1692,1728
Logic_I,67,1500,1675
astrid,68,1583,1687
vanogam,69,1506,1650
orzjyq,70,1500,1674
mkdirer,71,1613,1698
VeraK,71,1651,1712
yajun,73,1543,1667
grundo,74,1571,1679
NurlanTolegenov,75,1675,1718
Sharifa,76,1500,1671
koPerNik,77,1556,1671
mathlover,77,1693,1722
erdos,79,1684,1718
mayoorbishnoi2011,80,1609,1692
yanek,81,1500,1669
cjoa,81,1681,1716
sarveshmahajan,81,1587,1682
souvikkrm,84,1633,1698
joisino,85,1500,1668
RodionGork,86,1688,1715
Lazzaro,87,1273,1494
seucdy,88,1626,1694
gnomina007,89,1633,1696
mhadih,90,1566,1669
ibrahim_habib,91,1251,1476
q516460452,92,1500,1665
Staelth,93,1688,1711
safarisoul,93,1489,1631
jbaramidze,93,1446,1608
Renegade,96,1405,1583
LowB,96,1671,1704
bin.Go,98,1487,1629
DarkZero,99,1500,1662
minh141198,99,1635,1691
nickdiaz,101,1394,1574
av_life,101,1415,1587
kurobaka,101,1593,1675
wwwsealss,104,1687,1704
YOULLNEVERWA,105,1500,1660
BD777,106,1662,1696
3012216105,106,1445,1603
moh.amr,108,1536,1648
tabz24,109,1238,1460
WJPDS,109,1495,1628
thewildnath,109,1555,1656
lakshit93,112,1516,1637
yoones.rezaei,113,1672,1695
l1n4r,114,1652,1689
Anastasko,115,1648,1687
tomlau,116,1655,1688
ashish1610,117,1497,1626
stryan123,118,1660,1688
minus9d,119,1660,1688
Henko,119,1481,1617
TheRealRoman,119,1692,1696
THG33,122,1500,1654
nka55,123,1582,1660
simonmysun,123,1521,1635
Aiyuyan,125,1692,1693
WTL,126,1586,1660
harshil,127,1351,1537
Honour_00,128,1595,1663
ladpro98,129,1445,1594
gark87,130,1682,1688
yscbm,130,1661,1682
20111114,132,1638,1675
SmartCoder,132,1353,1537
ghbgh,134,1674,1683
acmin,134,1665,1681
kungfu_panda,136,1593,1658
veschii_nevstrui,137,1677,1682
tarang1610,138,1474,1606
alexkru,139,1638,1671
vadimmm,140,1683,1683
bli0042,141,1467,1601
yzm,142,1597,1656
ak4202,142,1320,1511
wyxourlove,144,1484,1608
zhabo,145,1574,1647
Hifeng,146,1656,1672
victor_kzk,147,1569,1644
fleimgruber,148,1422,1574
Cyber,149,1625,1662
Slyusar,150,1445,1586
qian99,151,1614,1657
Erich,152,1672,1672
Lo_R_D,153,1566,1640
dht7166,154,1402,1560
speedcell4,155,1561,1637
2011330300713,156,1693,1675
taos,157,1199,1415
lanzi,157,1677,1671
Ekaterina999,159,1533,1624
HVDMR,160,1554,1632
wxkend1997,161,1615,1652
Loner0822,162,1653,1662
dazzling_kind,163,1698,1672
citrux,164,1516,1615
EpicLoser,165,1423,1568
1292765944,165,1641,1658
Storminteacup,167,1452,1583
irakli_p,168,1575,1636
rewrite,169,1536,1621
supercracker0,170,1359,1528
nhatminh2947,170,1369,1534
holyspicman,172,1568,1632
FJYsmall,173,1699,1666
gaoyang,173,1568,1631
Duc_cmn_Le,175,1437,1572
Nikita_Babkin,176,1600,1640
axe7,177,1412,1558
Prim,177,1414,1559
laozhangxiaoY,179,1500,1632
smilefight,180,1448,1576
anm_coder007,181,1281,1471
gvancacucxashvili,182,1514,1606
inverfate,183,1572,1628
dreams,184,1397,1546
guava_r,185,1518,1607
tithonus,186,1291,1477
Add_Me,186,1597,1634
Hasan0540,188,1696,1657
Hennkka,188,1597,1634
Uchiha_Madara,188,1630,1643
Cr0wley,191,1539,1613
tsotneguti,192,1524,1606
rohitkumar,193,1458,1576
Klopp,193,1629,1640
wr_1737,195,1500,1625
N_ll,196,1518,1602
FrostA,197,1570,1621
alcot,198,1330,1500
mz_wke,198,1500,1624
D_L,200,1680,1647
MicaelCarvalho,201,1572,1620
levonstepan,202,1602,1628
Surenbayar,203,1604,1628
yurp,203,1410,1547
guoxb,205,1683,1645
bayrhuu,206,1636,1636
ACxiaobai,207,1505,1592
hnust_chenyehai,208,1255,1444
2011022322,209,1475,1578
CrazyBurden,210,1552,1609
acoehu,210,1591,1621
Fraaraco,212,1547,1606
flere,212,1699,1652
sayeer_24,214,1512,1592
Xy_stand,215,1436,1557
ayaze,216,1500,1617
Medina,216,1446,1561
ATowerOfHanoi,218,1500,1616
okuraofvegetable,219,1538,1600
wynnew,220,1530,1596
bfshm,220,1246,1433
Begin_again,220,1475,1573
buptcjj,223,1462,1567
Egorr,224,1377,1521
oreh,225,1399,1533
esimamad,226,1257,1440
tokuchi,227,1442,1555
Sunar,227,1478,1572
raihatneloy,229,1470,1568
wuminye,230,1640,1624
hnust_sunxiaoyun,231,1631,1621
xinanhgiutrontinhque,232,1318,1481
ErdemKirez,232,1423,1544
MatthewBee,234,1500,1610
nerd_people,235,1292,1462
swissknife007,235,1635,1620
267119838,237,1468,1564
backhandvolley,238,1453,1556
MrArM,239,1665,1624
primorial,240,1640,1618
krooonal,240,1654,1620
ArgentumWalker,242,1500,1607
Porsche,243,1593,1605
mig_Davidli,243,1275,1447
agw,245,1676,1629
Altria-PenDragon,246,1500,1606
duyboy135,247,1625,1612
5412070201320,248,1457,1555
atulshgl,249,1513,1578
_null,250,1441,1546
Horea,251,1447,1548
hlqs1234,252,1500,1603
Xanthic,253,1472,1559
ofpsxx,254,1650,1612
J-C,255,1648,1611
const_int_magic,256,1193,1381
rockzh,257,1449,1547
sjtuzlp,258,1502,1570
slicer,259,1590,1597
alan_navarro,260,1639,1607
541307010108,261,1500,1600
ishail,262,1440,1541
Hansuzu,263,1515,1572
nikitaevg,264,1638,1605
quandum,265,1445,1542
1306100011,266,1651,1608
catherod,267,1538,1579
tanphatls987,268,1500,1597
togatoga,269,1208,1389
syc1999,270,1500,1596
swust_lx,271,1491,1560
hiyot618,272,1500,1596
t_xliang,273,1600,1593
FinalTheory,274,1640,1600
Elun,275,1691,1635
misshanli,276,1371,1499
hoangduong,277,1547,1577
alex-china,278,1447,1538
Sky-J,279,1500,1560
zyyyyy,280,1522,1567
tangchuanxin,281,1575,1583
Maxim,282,1679,1625
Fedosik,283,1628,1593
Anuar,283,1609,1590
smv98,285,1432,1528
TDLzzsoft,286,1500,1590
manoprenko,287,1343,1479
Eopxt,287,1501,1557
Tom.,287,1517,1563
robots.txt,287,1649,1603
No_Use_Anymore,291,1551,1572
n1tz53,292,1242,1409
Ibro,292,1681,1625
nikiror,292,1416,1518
Codeblooded,292,1550,1571
maplefallfrost,292,1604,1585
orchidmajumder,297,1453,1533
Eran,297,1601,1581
MoriMiya,297,1607,1582
snihalani,297,1515,1558
sha384,297,1404,1510
AllCatsAreBeautiful,297,1341,1474
kumihimo,303,1605,1579
Guliash,304,1678,1621
visitorIKC,304,1427,1519
dreamdynamic,304,1299,1445
LPQ,304,1570,1571
1k_trash,308,1502,1549
miraziz,309,1684,1624
Sharkest,309,1678,1620
Swift,309,1592,1574
1e9,309,1502,1548
game,309,1522,1555
Stefanie,314,1478,1537
segment,314,1653,1601
Nikiktafokusnik,314,1419,1511
vishwacs111,317,1671,1614
ctlin04,317,1611,1573
Timmeh,317,1479,1537
norpadon,320,1360,1478
_Lelouch_Vi_Britannia_,320,1668,1611
d40a,320,1658,1603
BlackStar,320,1613,1572
grebnesieh,320,1500,1577
xunayun,320,1613,1572
jassi9c,326,1480,1533
Eneru,326,1618,1574
negi_magnet,326,1549,1555
KBOPYM,326,1611,1570
gbis36,330,1568,1559
codeprog,331,1563,1557
KLer37,331,1507,1541
ImaDra,331,1659,1602
kvart714,331,1539,1550
darksid,331,1500,1573
hball1st,336,1662,1604
qgx446738721,336,1575,1558
hercky,336,1497,1535
Tparsa,336,1463,1523
altais,340,1448,1515
siddharthjain,341,1435,1509
alibi,341,1289,1427
Napoleon_cn,341,1662,1603
Miracle,341,1481,1528
entri,341,1500,1569
mathhislife,346,1658,1600
shadowxuhao,346,1579,1554
axie,346,1349,1463
_jagoth,346,1390,1485
DJiGIT,350,1460,1516
Tahlil,351,1505,1532
AKJ88,351,1628,1577
Svyat,351,1651,1594
antik,351,1627,1576
12120501045,351,1350,1462
Makaveli94,356,1382,1477
aangairbender,356,1606,1560
NickName279,356,1466,1516
benbendog,356,1448,1509
AlisherZ,360,1661,1600
kaushik90,360,1464,1514
GugaMA,360,1146,1314
proitm,360,1680,1614
meijun,360,1647,1589
Jekil,360,1299,1427
ALEXKIRNAS,360,1476,1518
ivplay,360,1544,1540
uj123,368,1268,1404
Deltax,368,1536,1534
hnust_lizhichao,368,1488,1519
arpankapoor,371,1234,1379
koval.victor,371,1554,1537
Nusratbek,371,1610,1561
code,374,1573,1539
arnabghatak22,374,1500,1556
pha,374,1343,1450
nick5,374,1296,1421
lvdo92,378,1512,1523
MajeedSiddiqui,378,1657,1594
FatalException,378,1307,1427
playitcool,378,1376,1467
sevak.avet,382,1311,1428
kuns,382,1293,1416
pale_rider,384,1366,1459
SC_pRo_ION,384,1692,1620
Capture_A_Lag,384,1468,1506
Lightless,384,1616,1563
slelaron,384,1406,1480
scanhex,384,1443,1496
Sonechko,384,1434,1492
goovie,391,1499,1513
bible,391,1668,1601
Itakua,391,1451,1496
kaoski,391,1380,1464
sborodoy,391,1202,1349
y__y,396,1516,1516
ruslan.rakhimov,396,1296,1414
Yamatan,396,1460,1498
is1,396,1565,1528
baqargam,396,1313,1425
dengaleev,396,1457,1497
NominaTed,402,1500,1546
53645,402,1399,1470
nayanb,402,1555,1523
YXM2011,402,1436,1486
0Apolo,402,1588,1540
mr_justadog,407,1505,1508
bjfu_song,407,1465,1496
prakhar3agrwal,407,1466,1496
gaurab_sust,407,1215,1354
jdx,407,1438,1485
KC3,407,1299,1412
I_so_sad,407,1607,1553
rudra101,407,1210,1351
sam.gong,415,1500,1540
veta,415,1221,1356
IceLady,415,1535,1513
naivcit19,415,1323,1424
simplycomplex20,415,1411,1471
Desper,420,1500,1539
adelzhang,420,1580,1532
wzyjerry,420,1439,1481
lxl1994121,420,1558,1517
hehehehe,420,1662,1593
turingcomplete,420,1435,1479
End,420,1306,1413
Roll,420,1478,1495
merryann,420,1454,1487
toudada,429,1684,1608
darkness,430,1363,1442
filyera,431,1500,1534
uSeemSurprised,431,1281,1393
sahedsohel,431,1475,1490
scfkcf,434,1605,1548
ilenok,434,1498,1496
bboy_drain,434,1673,1599
hari862,434,1280,1392
PAG,438,1566,1519
fahad.sust,438,1358,1437
sach129606,438,1468,1485
alex_Harry,438,1511,1498
deadostrich,442,1463,1481
AnandKonar,442,1469,1483
ZOTAC89,442,1237,1360
acepeak3,445,1312,1408
brainylark,445,1294,1397
ziad.mohamed,445,1349,1430
dimonochrome,445,1355,1433
fz568573448,445,1586,1532
sabbir_alam,445,1216,1344
hnust_wangkechun,445,1427,1467
E3-1230V3,445,1500,1529
MAE,445,1333,1421
inf,445,1457,1478
tony1991,455,1372,1438
sherlocked007,455,1351,1427
zzzlt,455,1550,1505
psyche_1314,455,1470,1478
null1019,455,1436,1466
k0st1a,455,1520,1493
thermal,461,1605,1544
NevstruevDmitriy,461,1360,1430
Saif_Qaher,461,1106,1253
Tianyux,461,1590,1533
wuqingxin,461,1231,1350
dzk_acmer,466,1376,1436
MewCatcher,466,1405,1450
jdflyfly,468,1613,1550
sonali4893,468,1202,1327
ELMaestro,468,1236,1352
a312745658,468,1345,1420
Diegox,472,1263,1369
chitanda,472,1535,1492
t_thirupathi,472,1615,1551
Justxu,472,1351,1421
hnust_liuwenjing,476,1334,1411
waikeungshen,477,1406,1446
holigan187,477,1380,1435
u1z9_3,477,1132,1270
gaoxinlzz,477,1600,1539
gechentuo,477,1185,1312
bshnet,477,1492,1477
wxs12,477,1500,1517
aayu,477,1288,1384
meihualu,477,1274,1375
deepsingh,486,1473,1468
sorin,486,1640,1568
abhishekiiit,486,1494,1474
Oort_cloud,486,1340,1411
Qumeric,486,1500,1513
NTaveras,486,1566,1512
kamentk,492,1380,1429
PraveenDhinwa,492,1679,1597
m0m0c,492,1649,1574
kellymilla18,492,1390,1434
nott,492,1332,1404
altair21,492,1447,1456
HDevillez,498,1435,1450
beisong,498,1500,1508
Match_Moving,498,1535,1488
hyoussef,498,1167,1292
shubham166,498,1163,1289
exs,498,1532,1486
gentaiscool,504,1401,1434
asdacap,504,1195,1312
ameolp,504,1544,1493
hyx1,504,1552,1499
albucristian642,504,1500,1506
nishant10,509,1489,1463
Alfblaze,510,1348,1407
fswuweis,510,1456,1453
jarvis3d,510,1195,1310
Sr69Mm-jC,510,1468,1457
khatribiru,510,1626,1555
huantwofat,510,1543,1492
iamdone,510,1500,1504
adwin_,517,1607,1539
Stomach_ache,517,1297,1376
onecoder,517,1465,1453
Ixia_,517,1441,1445
RaifAkhmedshin,517,1149,1273
cabbageboy,517,1513,1469
jalaj,517,1577,1516
gaodl7136,517,1555,1500
zhouyang,525,1512,1467
inferno,525,1501,1460
nuaalida,525,1551,1496
fire_bot,525,1260,1351
lensky,525,1344,1400
binhuq,530,1310,1380
pawky,530,1475,1451
Vicfred,530,1169,1285
kakajan,530,1343,1398
Elk-Cloner,530,1417,1431
emil,530,1358,1406
Sfire,530,1444,1442
Minshik,530,1315,1383
bulkasmakom,530,1555,1498
SapPracticeBee,539,1500,1494
sourabh1024,539,1225,1323
deflat,539,1654,1573
RReborn,539,1113,1238
