handle,rank,oldRating,newRating
bigelephant29,1,1690,1788
vanhanh.pham,2,1604,1768
TahaMahmoud,3,1577,1760
ktuanlamson,4,1464,1717
sundown,5,1557,1752
max777alex,6,1592,1763
Zergrush,7,1656,1779
mor4cio,8,1500,1781
I_Love_Ximera,9,1672,1781
0x7FFF,10,1647,1776
diegoximenes,11,1684,1783
Empty,12,1655,1776
BigWhiteRabbit,13,1687,1782
dinhks,14,1643,1773
huicpc36,15,1631,1770
fzfzfz,16,1683,1780
chocoguy,17,1605,1762
black93,18,1597,1760
congvdse02483,19,1594,1759
primalalpha,20,1661,1774
Chuancmnr,21,1320,1635
I_love_Wang_Jing,22,1340,1647
jk_qq,23,1691,1778
Mushegh,24,1685,1777
mmatrosov,25,1559,1746
ZhB,26,1500,1776
LerenceRay,27,1500,1776
lature,28,1580,1752
Argus,29,1604,1758
dbchiem,30,1500,1775
SilverBullets,31,1500,1774
Czarli,32,1387,1671
GreatDice,33,1521,1731
vsmasster,34,1450,1702
Crucian,35,1685,1772
SoulSilver,36,1680,1771
sinianluoye,37,1650,1765
Belgabad.,38,1632,1761
albond,38,1500,1772
ramprakash_k,40,1684,1769
pin3da,41,1688,1770
AllCatsAreBeautiful,42,1680,1768
abcdw,43,1670,1766
knst,44,1656,1763
ilovety,44,1500,1771
dragunovic,46,1312,1624
Vital1ty,47,1667,1764
kellymilla18,48,1558,1738
Better,49,1500,1769
lveternal,50,1436,1691
seek,50,1500,1769
ichigo,52,1573,1741
xuyangkang,53,1500,1768
FatalException,54,1480,1709
Unreal,55,1629,1753
Algorism,56,1500,1767
falanga,57,1688,1762
xiaoxin,57,1596,1745
inspirer,59,1625,1751
rajon_aust,60,1551,1732
tube_light,61,1616,1748
Lazar_Angelov,62,1680,1759
sanket1729,62,1673,1758
Bayan,64,1667,1756
ParhamMLK,65,1651,1753
raihatneloy,66,1672,1756
codename27,66,1419,1678
vignesh_m,68,1633,1749
timics,69,1680,1756
kitti,70,1634,1748
wrumf,70,1519,1718
lawliet_djez,72,1469,1699
agarwaen,73,1560,1730
kevmo314,74,1699,1756
darkstar1863,75,1560,1729
techwiz911,76,1512,1714
aibekko97,77,1500,1761
halin.george,78,1587,1735
valdeming,79,1666,1749
zglory,80,1500,1760
bhadra,80,1642,1745
garv07,82,1612,1739
MehrdadAP,83,1671,1749
Scentini,83,1567,1728
nikiror,85,1546,1722
Keram,86,1565,1727
pranet,87,1637,1742
lkolt,87,1573,1728
lordinvader,89,1586,1731
catawar2,89,1681,1747
Staelth,91,1488,1701
mongsiry013,92,1570,1726
bssanches,92,1553,1721
randomuSir,94,1658,1742
franekmat,95,1482,1697
anhaabc,95,1604,1732
dAC.,97,1649,1739
mgradicek,98,1500,1755
lunawyll,99,1538,1715
etheriqa,100,1600,1730
SUNXIN,101,1505,1703
Project_Dimlight,102,1636,1736
Vladik,103,1530,1711
Ra8,104,1500,1754
afaji321,104,1663,1738
Kh.Madi,106,1662,1737
skywalkert,107,1500,1753
vinllen,107,1646,1735
khatribiru,107,1683,1739
nandema,110,1449,1679
kansal,110,1394,1654
takoshi,112,1500,1752
nhphuongltv,113,1563,1716
zxf,113,1500,1751
SonniL,115,1465,1684
p-n_nepexod,116,1673,1734
th3_g0d,117,1582,1720
Dwylkz,118,1639,1730
samirag1,119,1371,1640
kMonkey,120,1500,1749
gorv,121,1586,1719
abhishekg,121,1510,1699
dennisdaslim,121,1468,1684
samo98,124,1681,1731
razvan9310,125,1379,1642
shakil,126,1561,1712
hegde,127,1696,1731
naoki,128,1499,1693
aostankov,128,1551,1708
LeoSko,130,1481,1686
mathhislife,131,1689,1729
rng_98,132,1500,1746
markin2000,133,1652,1725
ruban,134,1648,1724
bayram98,135,1529,1700
khandeshb1,135,1582,1713
chengzi,137,1425,1661
shanbei_drug_trafficker,138,1695,1726
Anton_Chernev,138,1690,1726
Lyos,140,1434,1664
Mohammad_Yasser,141,1617,1717
anika,142,1457,1673
Always_BaoJia,143,1577,1709
misha98391,144,1696,1723
Hesham.Elkhatib,145,1631,1718
sjhshuan_NOW,146,1587,1710
xj9502,147,1500,1742
G_gekko,148,1592,1710
josegpg,149,1526,1694
nijikilling,150,1659,1718
hatim009,150,1429,1659
arknave,152,1668,1718
ChronoireSchwarzVI,152,1561,1702
zhyfzy,154,1672,1718
jgaf,155,1560,1701
matheusataidee,155,1569,1703
woyeshizuile,157,1625,1712
htrinh,158,1492,1681
alamin,159,1491,1680
is1,160,1696,1715
tsxhl111,161,1563,1700
peter1341,162,1608,1708
Burglar_h,163,1423,1653
guitarist,164,1566,1699
saba_tavdgiridze,165,1684,1713
MrSunday,165,1499,1681
red_Archer,167,1402,1643
storm95,168,1441,1659
amano,169,1690,1711
theRevenant,169,1691,1711
Yamatan,171,1447,1661
threepipes_s,172,1500,1735
sadhwaniyash6,173,1494,1677
KeyKia,174,1588,1700
kkyu,174,1622,1705
MADAO_G,176,1509,1681
catherod,177,1597,1700
2-sat,177,1500,1733
jorik,179,1638,1704
Bryan1220,180,1644,1705
beingthan,181,1693,1706
kevin.sebastian,182,1456,1661
shakil_AUST,183,1618,1701
StoneCold_,184,1553,1689
Moonpuck,184,1186,1505
rumman_sust,186,1660,1703
Alstom_Citadis,187,1677,1703
Erkin97,187,1542,1686
lungly1,189,1573,1692
CST14-TZY,190,1558,1689
yeahpeng,190,1662,1701
Kino,192,1583,1692
girish347,193,1467,1662
cheez,194,1527,1680
Katyia,195,1635,1698
dreamrunner,196,1575,1689
fallensoul,197,1378,1623
Velter,197,1393,1630
moqsad,199,1600,1693
Xerx,200,1580,1689
bitagi97,201,1573,1688
Jairls18,202,1619,1693
m.shawkey,203,1316,1588
palashagrawal,204,1471,1660
Hellscythe,205,1306,1582
ulrikdem,206,1557,1683
shamaich,207,1663,1694
1k_trash,208,1659,1694
pandazcy5,209,1500,1724
Success,210,1676,1693
TheOverlord,211,1614,1689
vovams,211,1627,1691
meizhouyihei,213,1525,1673
QProgS,214,1681,1691
coolwyj,215,1541,1676
mahdinafar,216,1580,1683
Dr.Who,217,1500,1722
code3rd,217,1636,1689
iit.saurav,217,1446,1647
alexalex,220,1596,1684
khaleesi,221,1526,1671
minhduc150496,222,1691,1688
Ra1nWarden,222,1632,1686
que_roin,224,1500,1720
redjohn,225,1614,1684
artem1416,226,1617,1684
master-yoda,227,1631,1685
l3o,228,1445,1644
SirNickolas,229,1576,1678
swust_20131737,230,1445,1643
ileasile,231,1449,1644
adnim7,231,1500,1718
tohlenejsemja,233,1138,1457
extremator95,233,1645,1683
ilidar,235,1600,1679
cyanpencil,236,1610,1679
testrex,237,1530,1667
Horea,238,1617,1679
wasi.ahmed,238,1531,1666
glqAC,240,1500,1715
JKJeong,241,1458,1645
lazyM,242,1564,1672
Altanshagai,243,1618,1677
mayuntao,244,1595,1675
langdu,244,1591,1675
kvart714,246,1527,1663
manukashyap,247,1640,1677
abhra73,248,1688,1676
vipinsharma,249,1471,1647
dan.ghita,249,1484,1651
aarshee,251,1580,1671
031140213,252,1497,1654
vacuous,252,1534,1663
Cellar_Door,254,1579,1669
AndreySergunin,255,1663,1673
Phicar,256,1588,1670
hazael.vidales,257,1613,1671
ShiXingxing12,258,1500,1710
Zymphony77,259,1525,1658
aka_007,260,1450,1637
Peekaboo,261,1500,1710
tanujrastogi,262,1454,1637
Thug,263,1612,1669
LeBronJamez,263,1500,1709
mirecek3,265,1500,1708
kabir.sohel,266,1616,1668
nielswiles,267,1517,1654
ftuknights,268,1582,1664
skull_crusher,268,1482,1644
levanhoang,270,1431,1627
hbirler,270,1620,1667
tsukasa_diary,272,1551,1659
AM51,273,1549,1658
houxin,274,1453,1633
Agabek,275,1612,1664
vipulgoyal0007,276,1513,1650
ShadowGorn,277,1617,1664
dipu_sust,277,1578,1661
cly753,279,1366,1596
Miracle,280,1585,1661
Bluewind001,280,1531,1653
NadyaM,282,1447,1629
anonymous1991,283,1500,1703
magnickolas,283,1424,1620
zzzzz,285,1562,1656
Philippica_bf_of_zxr,286,1515,1647
fikir,286,1647,1660
AlvinMax,288,1498,1643
negi_magnet,289,1689,1658
harshitm26,290,1619,1659
LeMuS_TPX,291,1412,1613
foolifish07,292,1699,1655
sabbir_alam,292,1320,1569
adityax10,294,1270,1539
LittleBella,295,1574,1654
olee12,296,1461,1630
VictorMMorant,297,1415,1613
crusader123,297,1431,1619
Scau_JohnSmith,299,1500,1699
sreemeghana8,300,1692,1652
katukutu,301,1698,1652
fthero,302,1581,1652
sunsal,303,1620,1654
mosiomohsen,304,1622,1653
Jagaa,305,1551,1648
kjubit0,306,1542,1646
danildudin,307,1687,1650
sayeer_24,307,1639,1652
TheRedGuy,309,1612,1651
Marcil,310,1456,1624
DeViance,311,1230,1509
xietutu,312,1600,1650
laptop_recai,312,1500,1695
balalaika,314,1562,1646
divij_nsit,315,1444,1619
KichhuMichhu,316,1532,1641
hamon,317,1651,1648
JATC,317,1637,1648
rui-de,319,1552,1643
primate,319,1587,1646
SButterfly,321,1601,1646
Bobrosoft,322,1524,1637
zany4eg,323,1693,1645
al2,324,1539,1639
geshpaniecz,325,1455,1619
flyman3046,326,1521,1636
iRomchig,327,1668,1643
TukaTuka,328,1420,1606
TheEnglishMajor,329,1541,1638
broomrider,330,1557,1640
vmp,331,1655,1642
holigan187,331,1603,1642
match,333,1623,1642
dozycat,334,1546,1637
vmrajas,335,1667,1639
MoldovanAndrei,336,1542,1636
Ategro,336,1478,1623
shikharid,338,1500,1688
s.egorov,339,1474,1620
phynotape,340,1497,1626
tilyupo,340,1394,1593
Schemtschik,342,1338,1566
chinh,343,1514,1629
Noobgam,344,1676,1634
Rinalds,344,1412,1599
rperez,346,1547,1633
nguyenqh,346,1664,1635
SamuelTangz,348,1671,1633
bulda.e.bien,349,1624,1635
dzhenakov,350,1541,1631
Qalib_Sarayev,350,1351,1571
I_Love_Monkey,350,1433,1605
poikniok,353,1623,1634
JustLive,354,1658,1632
Prim,355,1512,1624
dphi999,355,1579,1633
andrusenco,357,1253,1514
j1gsaw,357,1666,1630
AGrigorii,357,1624,1632
shengshi,360,1637,1632
eugenus,361,1587,1631
jungahtae,362,1370,1577
3---Dd8,362,1573,1630
i14,364,1649,1629
lmageste,365,1636,1629
defias,365,1594,1630
CODOPEDIAC3,367,1236,1500
fswuweis,367,1575,1628
martinezgjuan,367,1674,1627
Owlree,367,1465,1610
qwertyy,371,1495,1616
ha1vanka,371,1616,1627
h_thies,373,1500,1678
tangbingchang,374,1543,1623
arystan_kalimov,374,1573,1625
overnight,374,1581,1626
ImagineWarrior,374,1480,1611
beautiful,378,1500,1615
bes4etnov,379,1370,1572
Fernaldo_Torres,380,1520,1618
Criminal_Leopard,381,1365,1569
ks864148379,382,1567,1622
shadhin,383,1425,1593
ingithina,383,1565,1622
arnir,385,1652,1620
KBOPYM,385,1565,1621
Shavkat_Aminov,385,1492,1611
shubham_1286,388,1495,1611
AmazingCoder,389,1465,1603
oxb,389,1642,1619
plcpunk,389,1650,1618
MagAlex,392,1474,1605
pakhandi,392,1630,1619
vanessalubenova,394,1469,1603
whalyzh,395,1671,1620
bernett,395,1613,1618
Gainanist,397,1530,1614
happy_lxy,397,1445,1595
R4mt1n,399,1572,1617
Pifagorka,400,1570,1616
kunaajain,400,1669,1618
kier.guevara,400,1459,1598
baobaopangzi88,403,1691,1632
Sjlver,403,1500,1669
slowlight,405,1376,1568
vb30,405,1362,1562
Death.Light,407,1324,1543
avis408,408,1587,1614
dragvs,409,1414,1582
innok96,410,1365,1562
pitbull21,410,1398,1576
shahriar_lu,412,1496,1603
Omar_Mahmoud,412,1547,1610
ashkan_d13,414,1640,1609
mathturbator,414,1615,1612
Z0RR0,414,1643,1609
Alex342,417,1420,1582
pegasas,418,1434,1586
VinYap,418,1518,1605
0010,418,1523,1606
v2v4,421,1652,1606
pankaj_gudlani,422,1610,1609
ilo12,423,1500,1664
Khersiii,423,1521,1604
Punter,425,1622,1607
vinitachaudhary,426,1584,1607
gstsclq,426,1664,1612
