handle,rank,oldRating,newRating
W4yneb0t,1,3148,3272
OO0OOO00O0OOO0O00OOO0OO,2,3051,3152
ko_osaga,3,2711,2877
Radewoosh,4,3163,3187
dotorya,5,2796,2904
Mez,6,2099,2389
Um_nik,7,3183,3165
Merkurev,8,2962,2993
tun,9,2484,2631
sokian,10,2285,2480
Syloviaely,11,3004,3002
yanQval,12,2363,2522
rajat1603,13,2527,2636
Shik,14,2937,2935
ksun48,15,2657,2722
dreamoon,16,2511,2609
natsugiri,17,2601,2671
prof.PVH,18,2428,2540
zeliboba,19,2641,2693
mareksom,20,2494,2581
snuke,21,2773,2784
chemthan,22,2168,2340
la1la1la,23,2426,2520
jufusong,24,1914,2166
TeaPot,25,2690,2710
Alex_2oo8,26,2904,2867
hohomu,27,2081,2265
Tinsane,28,2394,2482
Lixoskywalker,29,1937,2166
voover,30,2591,2623
khsoo01,31,2360,2450
tqyaaaaang,32,2265,2379
Kaban-5,33,2530,2570
pavel.savchenkov,34,2375,2454
kmjp,35,2514,2554
ainta,36,3174,3048
duyboy135,37,2290,2386
mcfx,38,2307,2396
DarkestLight,39,2536,2562
subscriber,40,2738,2712
mmaxio,41,2677,2664
kevinsogo,42,2234,2336
simonlindholm,43,2604,2606
FizzyDavid,44,2606,2606
lbn187,45,2161,2279
sugim48,46,2595,2594
zoomswk,47,2176,2286
300iq,48,2259,2344
Filyan,49,2074,2213
Baklazan,50,2388,2434
bmerry,51,2989,2883
radoslav11,52,2155,2263
AcrossTheSky,53,2372,2418
kzoacn,54,2148,2256
TimonKnigge,55,2382,2422
Sampson,56,2303,2363
alecsyde,57,2285,2349
e-pluszak,58,2159,2257
liaoliao,59,2086,2205
fastcoder,60,2340,2385
ch_egor,61,2281,2341
huzzah,62,1987,2135
Kattana,63,2307,2357
Nisiyama_Suzune,64,2150,2243
hloya_ygrt,65,2243,2308
dacin21,66,2016,2149
espr1t,67,2233,2297
akashdeep,67,2299,2345
Melnik,69,2102,2203
ikatanic,70,2699,2642
camypaper,71,2209,2276
CorrelationDecay,72,2377,2398
AndreySergunin,73,2374,2395
neither,74,1964,2105
Balajiganapathi,75,1975,2111
knightL,76,2476,2467
Tachyon29,77,2135,2216
Skedar,77,2219,2276
mhss,79,2444,2440
pmnox,80,1950,2089
Shayan,81,2332,2355
sancho,82,2162,2231
robinyu,83,2159,2228
chihiro,84,2250,2292
SakurakoujiRuna,85,2041,2143
lajiniunai,86,2161,2226
BigBag,87,2280,2311
shadowatyy,88,2139,2208
kondranin,89,2173,2232
fruwajacybyk,90,2433,2422
tjw_girlfriend,91,2016,2120
HellKitsune,92,2648,2583
LeMieux,93,2028,2127
--d,94,2516,2481
papa3,95,1917,2051
vsp4,96,2033,2127
Azuki_daisuki,97,2194,2239
spencer,97,2262,2288
EmanuelNrx,99,1975,2085
skydog,100,1967,2079
hank55663,101,2102,2170
pvs,102,2171,2219
Hiasat,103,1960,2071
cerberus97,103,2239,2266
polingy,105,2054,2133
humanfy,106,2127,2184
egor.lifar,107,2260,2279
qoo2p5,108,2303,2309
Constantius,108,2291,2301
behzad.nouri,110,2029,2112
Juanito98,111,1902,2027
voidmax,112,2579,2516
zhongzihao,113,2073,2140
kb.,114,2336,2330
triploblastic,115,1991,2082
q707185547,116,2004,2090
TripleM5da,117,1949,2052
KungA,118,2310,2308
Motarack,119,2222,2241
Rafbill,119,2422,2391
shb123,121,2119,2166
reality420,122,2156,2192
luucasv,123,1934,2037
Auto,124,2005,2084
PlayWithWind,125,1979,2066
namai,126,2322,2312
mjhun,127,2389,2361
SoiMae,127,2059,2118
Mohammad_Yasser,129,1986,2067
Alpha_Q,130,1923,2024
LiChenKoh,131,2179,2202
SameerGulati,132,2277,2274
zigui,133,2349,2328
biGinNer,134,2312,2299
Mj.gonzales,135,1982,2060
idy002,136,2219,2228
akulsareen,137,2398,2362
wa1tz719,138,1987,2061
pitfall,139,2166,2187
gepardo,140,2288,2277
zscc,141,2271,2264
Harmonica,142,2007,2072
wrinx,143,2267,2259
Lightless,144,2029,2086
afedor,145,1954,2034
Miyukine,146,2308,2289
SmallBoy,147,2412,2367
_SHENZHEBEI_,148,1956,2033
Eclipse,149,2218,2219
jinzhihan,150,1905,1998
t90tank,151,2376,2337
nhho,152,2194,2200
Orenji.Sora,153,2096,2127
linkct,154,2398,2352
Benq,155,2460,2399
FMota,156,1951,2024
nein,157,1902,1991
tmt514,158,2443,2385
tfg,159,2031,2077
xuanquang1999,160,2376,2332
chenmark,161,2161,2170
f.bialas,162,2169,2174
mHuman,162,2293,2268
Juve45,164,1936,2008
FallingStar1709,164,2028,2071
gigime,166,1977,2035
OkitegamiKyoko,167,1993,2045
Vladik,167,2009,2056
LochNess,169,1960,2021
Rafiki53,170,2068,2097
Rydberg,171,1977,2031
Apollon76,171,2034,2071
abhishek_saini,173,2090,2110
imaxblue,173,1944,2007
wwwxxxddd,175,2005,2049
ckw1140,176,2032,2067
Reyna,177,2731,2596
KJBS2,178,2365,2315
JinOuwen,179,2044,2074
Auster,180,2154,2154
Definitely_Not_Ngkan146,181,2065,2088
FirstLast,182,2070,2090
m.raszyk,182,2136,2139
__creatnx,184,2103,2114
Balseraph,185,1977,2023
2018findgirlfriend,186,1937,1995
s.egorov,187,2020,2052
percywtc,188,2159,2153
Batman,188,2376,2318
_LeMur_,190,1941,1995
..................,191,2044,2067
amethyst0,192,2431,2359
seyedparsa,193,2008,2040
Dozebear,194,1923,1981
sgtlaugh,195,2001,2034
Fedosik,196,2273,2236
adamant,197,2176,2162
Carups,198,1959,2003
tinca_matei,199,1953,1998
ahcl,200,1979,2016
chitanda,201,2220,2193
minimario,201,1934,1983
cephian,203,2112,2110
Daniar,204,1935,1983
rudy102,205,2290,2245
KyleWalker,206,2032,2050
yveh1999,207,2138,2128
Silly_Bee,208,1925,1973
KADR,209,2460,2374
STommydx,210,2072,2077
rubabredWAn,211,1993,2019
T1024,212,1955,1992
arknave,213,1942,1982
chpipis,214,1918,1965
Lo_R_D,215,1965,1997
laablckdae,216,1926,1970
ruhan.habib39,217,2019,2035
Markellonchik,218,2032,2044
kobortor,219,1928,1969
jasonyik,220,1938,1976
Nicolas16,221,2519,2415
fetetriste,222,2081,2078
Taube,223,2357,2289
AeonHQ,224,2238,2196
prion,225,2000,2017
Len,226,1981,2002
FaivencTale,226,2025,2034
SebinKim,228,1992,2009
MadNick,229,2288,2233
Simon,230,1956,1983
tjandra,231,2047,2048
QingqingXii0iii,232,1946,1974
alex9801,233,2105,2091
bestard,234,2026,2030
MicGor,234,2116,2098
RNS_3,234,2241,2193
ConnorZhong,237,2062,2056
BAACTREE,238,1900,1939
DmitryBelikov,239,2129,2106
misha98391,240,1982,1996
kzyKT,241,1983,1996
aytel,242,1988,1999
hey_boris,243,2220,2174
Nicola95,244,1990,2000
komendart,245,2228,2180
Noureldin,246,1949,1969
BaturaDima,247,1981,1991
Arturgo,248,2169,2133
0.o.0..,249,2068,2055
khadaev,250,2573,2447
Remarque,251,2126,2098
hamayanhamayan,252,1993,1998
IceCocoa,253,1915,1941
halin.george,254,2040,2031
UESTC_Sphinx,255,2005,2005
praran26,256,2063,2048
hugeh0ge,257,2037,2028
step_by_step,258,2272,2209
Hasan0540,259,2126,2095
platypus179,260,2311,2238
NBAH,261,1911,1934
MZuev,262,2151,2113
BledDest,263,2048,2034
squee_sp00n,264,2002,1998
Melnyk,265,2276,2209
grumpy_gordon,266,2281,2213
bixind,267,2365,2278
longhuenchan,268,1920,1936
metatron,269,2101,2071
eilx2,270,2132,2095
Kuyan,271,2078,2052
Farhod_Farmon,271,2102,2071
codename27,273,1909,1926
teja349,274,2114,2079
retrograd,274,2565,2433
Light,276,1979,1975
DmitryGrigorev,277,2085,2055
Azat_Yusupov,278,1982,1977
minblue,279,1907,1921
TsunamiNextYear,280,2280,2207
wilcot,281,1938,1943
AutSky_JadeK,282,1955,1955
just_soso,283,1944,1946
Jatana,284,2070,2040
shilov,284,1963,1959
bshuo,286,1994,1982
draak_krijger,287,1923,1929
alexyz,288,2011,1994
Kammola,289,1941,1941
lys1280023,290,2082,2048
exoji2e,291,1992,1978
femsub,292,2080,2045
RamTararam,293,1907,1914
The_Phenomenal_One,294,1903,1910
wucebrayne,295,1904,1910
zgncycz,296,1903,1909
tloinuy,297,2127,2080
Dukkha,298,1938,1934
dafaq,299,1927,1925
P_Nyagolov,300,1906,1909
kyleliu,301,1901,1905
RoyaLKoninA,302,1984,1967
ChaouS,303,1930,1925
cthbst,304,2083,2042
akapros,304,1906,1907
Ahmad1,306,1949,1938
shiratty8,307,1929,1923
koganeser,308,1927,1920
allllekssssa,308,1986,1965
zhsh,310,2061,2023
Yousef_Salama,311,2049,2012
Vlad_kv,311,2173,2110
k1nval,313,2005,1978
smirnov.i,314,2146,2088
matthew99,315,2887,2672
tyamgin,316,1962,1943
shanin,317,2024,1991
dima_z,318,1976,1953
ajs97,319,2099,2049
dragonslayerintraining,320,2008,1977
savkinsd2089,321,1932,1918
Tian.Xie,322,1944,1927
.AJ.,323,1917,1906
joomas,324,1989,1960
I_hate_PWN,324,1931,1915
miha715lev,326,1957,1935
Alexandr_TS,327,2128,2069
ugly2333,328,1949,1927
sggutier,329,1932,1914
gasin,330,1956,1932
Eric94,331,1900,1889
CS_LYJ1997,332,2063,2015
killjee,333,1904,1891
Livace,334,2138,2074
scopeInfinity,335,1950,1925
Tigerrrrr,336,1904,1889
A.Magdy7,337,1905,1889
bvd,338,1920,1900
s34vv1nd,339,2080,2025
fauzdar65,339,1904,1887
phoenix71,341,1962,1931
additya1998,342,1915,1894
sahedsohel,343,1921,1898
DEGwer,343,2647,2478
lawsonh,345,1900,1881
skdudn12378,346,1924,1899
_Reborn_,347,2105,2042
DenXman111,347,1919,1894
comunodi,349,1903,1881
Akinorew,350,1947,1915
Splashing,351,1951,1918
ulna,352,2162,2087
cjtoribio,353,2277,2180
Xagak,353,2013,1965
roberiosalesc,355,2007,1959
Minority169,355,1929,1897
crowworks695,355,2004,1957
DNA,358,1934,1901
hamlet,359,2119,2049
Chenghiz,360,1948,1911
N1k1_tos1_NA,361,1944,1907
c38,362,1922,1889
lixolas,363,1904,1874
JPSingh_ko_koot_diye,364,1966,1923
kshitij_jain,365,1904,1873
edwardjrolls,365,1903,1872
AminAnvari,367,1913,1879
S93,368,1941,1901
olphe,369,1971,1925
dcclyde,370,1992,1941
DaniilF,371,2174,2090
lx_ambulance,372,1993,1941
albertg,373,2187,2100
6eJIa9IzZzTeHb,373,1937,1895
pavlovv,375,1907,1870
darksmith,376,1906,1869
JoudZouzou,377,2057,1991
Small_Shrimp,378,1911,1872
Triracle,379,2010,1952
xiangel,380,1906,1867
Venkat_coder,381,1989,1934
shas19,382,1910,1869
suns,383,1959,1908
IIIIIIIIIIIIIIIII,384,2165,2078
fushar,385,2053,1985
bitcom,386,1996,1937
SaveVMK,387,2138,2055
just_solve_it,388,1937,1887
_kun_,389,1969,1913
azneyes,390,2180,2088
sam721,391,1930,1880
hiThere23,392,2065,1991
hvcuong98,392,1957,1901
Geralt18,394,1946,1892
gprano,395,1952,1896
lukijzaw97,396,1934,1881
lugo,397,1986,1924
KArs,398,2011,1944
balakrishnan,399,1907,1857
NeverM0re,400,1985,1921
ivancastel,400,1936,1880
Anachor,402,1929,1873
Togekiss,403,1966,1904
LLI_E_P_JI_O_K,404,1919,1864
gleb.astashkin,405,1926,1869
dogther,406,1912,1857
CrafterKolyan,407,2108,2022
HamidK,408,2101,2016
tap_tapii,409,2014,1941
Zailton,409,1975,1908
I-Love-Islam,411,1954,1890
BohdanPastuschak,412,1932,1870
Mirlan,413,1950,1885
darkkcyan,414,1910,1851
FatalException,415,1971,1902
fsshakkhor,416,1956,1888
lucaasdamaso,416,1968,1899
Wolverine,418,1908,1846
TangentDay,418,2136,2042
cxaphoenix,420,2214,2107
MKopchev,421,2009,1932
Only_love97,422,1938,1870
ismagilov.code,423,1943,1874
Abhedyam,424,1912,1846
fest,425,1994,1917
AakashHanda,426,1904,1838
Cherish,426,2043,1959
mahbubcseju,428,1908,1841
zetilovn,429,2187,2082
cristian1997,430,1900,1832
ordyh,431,2130,2032
triveni,432,2054,1966
MyLegendaryTime,433,2006,1923
yassin_,433,1946,1870
ShivRam,433,1920,1847
Rudy420,436,1984,1893
edisonhello,436,1925,1838
Heisenbug,436,2157,2047
altruist,436,1930,1843
osmanorhan,436,2072,1972
1NCID3R,436,2070,1970
danilserov,436,1901,1816
sdnr1,436,1975,1884
biltharesatyendra,436,1956,1867
norge,436,1908,1822
Qwerty132,436,1905,1820
Vicennial,436,1916,1830
fragusbot,436,1902,1817
MStrechen,436,1932,1845
Ashishgup,436,1902,1817
