handle,rank,oldRating,newRating
Petr,1,1625,1775
2222,2,1500,1694
ACRush,3,1500,1692
ilyakor,4,1614,1762
vlad89,5,1434,1644
Saeed_Reza,6,1598,1748
a70babat,7,1500,1685
Nerevar,7,1619,1758
balroginfire,9,1500,1682
e-maxx,10,1500,1680
ivan.popelyshev,11,1630,1746
rem,11,1533,1698
natalia,13,1500,1677
hos.lyric,14,1500,1675
Gassa,15,1500,1673
wata,16,1500,1671
RAD,17,1635,1747
MaxBuzz,18,1500,1666
Zhukov_Dmitry,19,1500,1665
iwiwi,20,1500,1663
Ignat,21,1500,1661
alexey.enkov,22,1500,1660
vepifanov,22,1691,1766
GARNETCROW_a.k.a_hhanger,24,1632,1717
KADR,25,1500,1656
venkateshb,26,1507,1658
Alex_KPR,27,1500,1653
AndrewLazarev,28,1500,1651
Orfest,29,1576,1678
13rain,30,1500,1649
removed1,31,1539,1669
Anton_Lunyov,32,1500,1634
rng_58,33,1500,1646
cjf00000,33,1500,1646
slycelote,35,1500,1641
permin,35,1527,1618
Oleg,37,1500,1639
monsoon,38,1500,1636
EmK,39,1500,1619
khanhptnk,40,1500,1581
aropan,40,1500,1632
gusakov,42,1680,1720
dened,43,1489,1622
wrong,44,1500,1627
DmitryKlenov,45,1500,1626
SPIRiT_1984,46,1500,1624
FreeKingdom,46,1500,1624
izbyshev,48,1553,1648
it4.kp,49,1592,1665
wzc1989,50,1500,1615
rajatgoel,50,1500,1615
xhae,52,1500,1612
Lepetrandr,53,1500,1610
LayCurse,54,1500,1609
yt_72,54,1599,1656
pompon,56,1607,1654
frost_nova,56,1500,1604
indy256,56,1500,1604
ir5,59,1500,1598
amirbehshad,59,1424,1555
halwhite,61,1500,1585
SpookyCookie,61,1500,1576
steiner,63,1492,1590
ikatanic,64,1500,1593
alexander.musman,65,1619,1644
hpfdf,66,1500,1590
andrewzta,67,1500,1588
fhlasek,68,1579,1622
pank.dm,69,1560,1578
Kenny_HORROR,69,1500,1583
gojira,71,1500,1575
martins256,72,1500,1580
Seyaua,73,1500,1578
PanZverski,74,1525,1584
Fefer_Ivan,75,1521,1577
sdya,76,1500,1571
macs,77,1500,1570
pt1989,78,1500,1566
UC2,79,1500,1564
ramon,80,1500,1563
KirillB,81,1500,1561
NeT,82,1500,1559
Steps09,83,1500,1558
anhdt,84,1500,1553
nevidomy,85,1500,1556
fbarl,86,1500,1551
ACube,87,1500,1542
vexorian,88,1500,1547
Imba,89,1500,1546
014234,90,1542,1566
tanakh,91,1500,1544
yayamao,92,1572,1568
ferr,93,1500,1539
pperm,94,1563,1561
Artishok,95,1549,1554
wcwswswws,96,1500,1534
Nyatl,97,1444,1505
poopi,98,1500,1530
11fingers,99,1469,1514
Gerald,100,1562,1549
ahmed_aly,101,1514,1530
cyph1e,102,1500,1524
arti,103,1500,1522
concretevitamin,104,1500,1520
niyaznigmatul,105,1500,1519
ZyxSlender,106,1500,1517
tmg,107,1500,1508
tanzaku,108,1500,1515
marius,109,1500,1513
Scalar,110,1434,1481
Hadi_Asiaie,111,1500,1500
mustafij,112,1500,1488
muntasir,113,1500,1510
pyshnograev,114,1500,1507
zhangmengnan92,115,1500,1491
Vasya.V,116,1500,1505
yoprst,116,1502,1505
Ruslan,118,1434,1472
nostop,118,1500,1480
Deamon,120,1434,1470
DDDDDDDDDDDDDDDDDDDDDDDD,121,1582,1522
emo,121,1500,1496
jatvarthur,123,1500,1493
shindo,124,1445,1467
Khongor,125,1500,1474
Lynncui,126,1500,1473
Shtrix,127,1500,1471
Jokser,127,1434,1457
SuBaRaSi,129,1500,1485
dmitrydyatlov,130,1500,1454
digiter,131,1500,1483
tygrysek,132,1500,1481
LazyChild,133,1500,1466
turuthok,133,1500,1478
fujiyama,135,1500,1476
AndreySiunov,136,1544,1484
S.Yesipenko,137,1481,1460
ilham,138,1500,1464
moggiozzi,138,1500,1464
bubnov,140,1500,1461
yjulica,141,1500,1459
Therion,142,1500,1449
licstar,143,1500,1457
NikitaD,144,1441,1432
P___,145,1505,1453
kita_masa,146,1500,1451
mislav,147,1500,1447
Edvard,148,1498,1442
Igor9669,149,1487,1440
sprea,150,1500,1443
cfc,151,1500,1443
rankalee,152,1500,1441
AngelClover,153,1500,1440
xiaowuc1,154,1500,1439
fastblood,154,1500,1439
OutSide,154,1500,1439
lqp18_31,157,1500,1437
lyoz,158,1500,1437
akhilravidas,158,1500,1437
nk.karpov,158,1500,1437
sazas,161,1500,1435
hydrastuff,161,1448,1405
ziliang,161,1500,1435
dev_il,164,1500,1433
Mohamad.Abdelmonem,164,1500,1433
_sunny,166,1500,1432
Irkhin,167,1553,1455
armant,167,1500,1432
zjut_DD,169,1500,1431
dekosuke,169,1500,1431
Liaksiejka,171,1500,1430
hyon,172,1500,1429
gen,172,1500,1429
tiberiu.savin,174,1500,1412
enoyhs,175,1500,1428
nise_nabe,175,1500,1420
SergiiKo,175,1434,1381
Abradox,178,1434,1378
vici,178,1500,1427
komiya,180,1500,1427
eomole,180,1500,1427
chronotable,180,1500,1427
San_Sany4,183,1464,1397
rushafi,183,1500,1425
Balajiganapathi,185,1500,1424
ashok.vijay,186,1500,1424
Arios,187,1500,1423
redox,188,1439,1375
Anthony,188,1500,1418
Perim,190,1500,1422
al_x,191,1500,1422
gonpijolu,192,1500,1421
Igel_SK,193,1500,1421
phillip,194,1500,1421
deevrod,195,1434,1368
Kh.Madi,196,1500,1411
Frostman,197,1434,1367
piyopiyohogeo,197,1500,1419
Mick_Jack,199,1500,1418
guestonearth,200,1500,1418
syboy,201,1500,1417
makagonov,201,1500,1417
phead,201,1500,1416
xtpynx,204,1500,1416
VArt,205,1500,1416
vish,206,1443,1370
wz12,206,1500,1415
jaher,208,1500,1414
Aman,208,1434,1349
zhengmin,208,1500,1414
litstrong,208,1500,1414
andriusdag,212,1500,1413
beginner1010,213,1434,1359
Skif,214,1500,1408
asdfgh,215,1500,1411
ivancastel,216,1500,1411
zjut020,216,1500,1411
yohta,216,1500,1411
kasnavi,219,1579,1471
VUAcoder,220,1436,1353
pablo.aguilar,221,1500,1409
progfool,222,1500,1409
Remstam,223,1441,1361
AutumnRose,223,1500,1408
LiverD,225,1500,1401
Sammax,226,1500,1407
riad,227,1474,1386
shmel,227,1434,1354
bor.is,229,1500,1406
serrg,230,1500,1406
blasterzm,231,1500,1405
flash_mt,231,1500,1405
onlyone,231,1500,1405
fedor.birjukov,234,1500,1404
vALP,235,1500,1404
rocket323,235,1500,1404
Maple,237,1500,1403
TRR,238,1449,1361
anuar_721,239,1500,1402
flopcoder,240,1434,1346
Ascorpior,241,1500,1401
megachuhancer,241,1500,1401
Auster,243,1500,1400
Xerxes,244,1434,1345
Waiter,245,1500,1400
Satjan,246,1500,1400
Babanin_Ivan,247,1453,1361
MiniAvarec,248,1500,1399
olimpo,249,1500,1398
unrated,249,1500,1398
Veldrin,249,1434,1344
TarifEzaz,249,1500,1398
Batyr_004,249,1500,1398
Yera,249,1500,1398
ramil,249,1500,1398
Nick,249,1434,1344
TALGAT,249,1500,1398
cxianliang,249,1500,1398
Salat,249,1404,1320
GDR,249,1450,1357
Changing,249,1500,1398
JaA,249,1442,1351
exod40,249,1500,1398
kaareln,249,1500,1398
