handle,rank,oldRating,newRating
koromo,1,1500,1733
dingshu,2,1696,1781
pawelwa111,3,1587,1740
wyf1,4,1340,1603
J-nini,5,1425,1657
sss2391267,6,1202,1497
Seto_Kosuke,7,1690,1776
real_niga,7,1500,1731
NSV,9,1597,1742
maagiline,10,1552,1722
abbababab,11,1688,1774
CrazyCow,12,1668,1766
Cricycle,13,1592,1737
Joshua_Bright,14,1663,1764
fajrinazis,15,1599,1739
VIProgrammer,16,1500,1728
Rheni,17,1644,1755
zhaodahao,18,1500,1728
ryunosuke.iwai,19,1664,1762
ruptins,20,1678,1766
kannaduki,21,1682,1766
mystery_boy,22,1697,1770
erikgrabljevec5,23,1649,1754
gedemenli,24,1673,1762
Azat_Yusupov,25,1690,1766
sharph,26,1500,1725
bool_kzf,26,1633,1748
UESTC_Lovezym,28,1500,1724
hamed1375,29,1561,1718
Kentauros,30,1500,1723
MKLOL,31,1610,1736
abhimanyu,32,1590,1728
135678942570,33,1672,1757
oruas,34,1653,1750
iensen,35,1687,1761
nokia,36,1476,1675
pulkitg10,37,1674,1756
sn23581,38,1647,1746
archie004,38,1572,1719
santjuan,40,1685,1757
Yukar,41,1640,1742
koratel,41,1680,1755
MatRush,41,1659,1749
soundsdx,44,1532,1699
lydxlx,45,1603,1728
Zailton,46,1500,1718
Yi_Lynn,46,1432,1647
dujun,48,1434,1648
svanidz1,49,1687,1753
Shafaet,50,1627,1734
CooCoo,51,1673,1748
nf001,52,1577,1715
migdal,53,1651,1740
nanaezheng,54,1500,1715
Te4NIK,55,1686,1749
Entuser,56,1682,1748
heroming,57,1604,1723
AleksanderBalobanov,58,1645,1736
seat26,58,1691,1749
jlcastrillon,60,1609,1723
miku,60,1695,1749
TarifEzaz,62,1503,1679
AIgen,63,1317,1569
test007,63,1683,1744
srnth,65,1673,1741
fitter,66,1687,1744
kevin93117,67,1500,1711
hirokazu1020,68,1485,1667
alex_world,69,1668,1737
HackMeIfYouCan,70,1500,1710
TINYJR,71,1629,1725
mfs6174,72,1627,1724
FineSeaSaltCrystals,73,1536,1689
ONU_1785,74,1696,1742
Hina_Maeda,75,1650,1729
Scalar,75,1479,1662
FattyBird,75,1533,1687
NVAL,75,1675,1736
PineappleHead,79,1699,1740
alex-mercer,79,1678,1735
wx2486,81,1424,1631
ikbal,82,1655,1727
POJO,83,1551,1691
LovelyPenguin,84,1695,1736
liu2178855,85,1585,1703
070101070260,86,1534,1683
bly,86,1581,1702
chm517,88,1657,1725
nims11,89,1634,1718
fairylights,90,1621,1713
aste,91,1470,1652
NimaV,92,1491,1662
smx,93,1522,1675
Illyasviel_von_Einzbern,94,1633,1715
Hobo,95,1575,1696
shimomire,96,1473,1652
songrenjie,97,1361,1588
tmanohar02,98,1607,1705
galileo,99,1678,1724
Rakhdakh,100,1635,1713
azlhust,101,1666,1720
pkqs90,102,1659,1718
bao_lap_trinh,103,1660,1718
brickgao,104,1522,1671
kabar,105,1683,1722
hjd,105,1589,1696
