handle,rank,oldRating,newRating
Ginger88895,1,1685,1776
pwild,2,1646,1766
arthurpd,3,1669,1771
konmaj,4,1500,1772
ezkatka,5,1500,1771
qjc98,6,1580,1745
bulat.s,7,1594,1749
roiti46,8,1610,1753
ddt,9,1688,1772
PrashantM,10,1600,1750
dwoolley3,11,1545,1732
Bek13t,12,1579,1743
akrasuski1,13,1500,1769
Nodir.Daminov,14,1608,1751
rohit_code,15,1609,1750
bes4etnov,16,1666,1764
quakerzyq,17,1423,1677
gs13057,18,1491,1708
rodrigozhou,18,1656,1761
Ragnar,20,1502,1712
streetracer,21,1500,1767
ShekharNain,21,1553,1731
kuldeepfouzdar,23,1476,1700
kevin500001,24,1684,1764
mariano22,25,1631,1752
maker2807,26,1557,1730
deemem26,27,1614,1747
jiachengyeeee,28,1686,1763
trunghieu11,29,1696,1764
arystan_kalimov,30,1588,1739
TranKhanhHiep,31,1500,1764
sxczf,32,1561,1729
mplaton,33,1500,1763
SnapOutOfIt,34,1597,1739
ameolp,35,1529,1717
MamZi,36,1631,1747
ImagineWarrior,37,1463,1690
arjunsanjeev7,38,1596,1738
biglegging,38,1679,1757
happygrass.wu,40,1500,1761
luongtuyen,41,1619,1742
DiEvAl,42,1652,1750
ChouUn,43,1500,1760
Toet,43,1595,1735
aarshee,45,1694,1756
gerelteiblog,46,1500,1759
brocatty,47,1530,1713
zongbingwang,48,1555,1722
eilx2,49,1662,1749
Maxon5,50,1444,1678
OrlandoIsay,51,1266,1575
tahmidhamim,52,1616,1737
iti22,53,1516,1706
DarkestLight,54,1596,1731
Irkutsk_ISRU,55,1527,1710
vvk_ten,56,1306,1600
kamil.j.nizinski,57,1500,1756
FUNCHEZA,58,1323,1611
rng_85,59,1500,1756
MaGaroo,60,1534,1710
yashkumar18,61,1494,1696
gars,62,1656,1741
egor.lifar,63,1586,1725
zbybr,64,1616,1732
belowthebelt,65,1608,1730
MaksimKaplenkov15b3,66,1518,1703
Fsss,67,1496,1694
