contestId,name,index,points,tags,solvedCount
873,Chores,A,,['implementation'],4287
871,Restore the Tree,E,2250.0,"['graphs', 'greedy', 'trees']",41
870,Paths,F,3250.0,"['data structures', 'number theory']",198
870,"Points, Lines and Ready-made Titles",E,2500.0,"['dfs and similar', 'dsu', 'graphs', 'trees']",568
870,Something with XOR Queries,D,2250.0,"['brute force', 'probabilities']",786
870,Maximum splitting,C,1500.0,"['dp', 'greedy', 'math', 'number theory']",4838
870,Maximum of Maximums of Minimums,B,1000.0,['greedy'],4867
870,Search for Pretty Integers,A,500.0,"['brute force', 'implementation']",6261
869,The Untended Antiquity,E,2500.0,"['data structures', 'hashing']",749
869,The Overdosing Ubiquity,D,2250.0,"['brute force', 'dfs and similar', 'graphs']",84
869,The Intriguing Obsession,C,1500.0,"['combinatorics', 'dp', 'math']",2574
869,The Eternal Immortality,B,1000.0,['math'],7016
869,The Artful Expedient,A,500.0,"['brute force', 'implementation']",6114
868,El Toll Caves,G,3500.0,['math'],26
868,Yet Another Minimization Problem,F,2500.0,"['divide and conquer', 'dp']",499
868,Policeman and a Tree,E,2250.0,"['dp', 'graphs', 'trees']",148
868,Huge Strings,D,1500.0,"['bitmasks', 'brute force', 'dp', 'implementation', 'strings']",634
868,Qualification Rounds,C,1000.0,"['bitmasks', 'brute force', 'constructive algorithms', 'dp']",2306
868,Race Against Time,B,500.0,['implementation'],2683
868,Bark to Unlock,A,250.0,"['brute force', 'strings']",4759
867,Between the Offices,A,500.0,['implementation'],5654
865,Flowers and Chocolate,G,3500.0,"['combinatorics', 'math', 'matrices']",39
865,Egg Roulette,F,3000.0,"['bitmasks', 'brute force', 'divide and conquer', 'math', 'meet-in-the-middle']",23
865,Hex Dyslexia,E,2500.0,"['bitmasks', 'brute force', 'dp', 'graphs']",27
865,Buy Low Sell High,D,2000.0,"['constructive algorithms', 'data structures', 'greedy']",1180
865,Gotta Go Fast,C,1500.0,"['binary search', 'dp']",396
865,Ordering Pizza,B,1000.0,"['binary search', 'sortings', 'ternary search']",1266
865,Save the problem!,A,500.0,['constructive algorithms'],3188
864,Cities Excursions,F,3000.0,['dfs and similar'],369
864,Fire,E,2500.0,"['dp', 'sortings']",1976
864,Make a Permutation!,D,2000.0,"['greedy', 'implementation']",3892
864,Bus,C,1500.0,"['greedy', 'implementation', 'math']",4233
864,Polycarp and Letters,B,1000.0,"['brute force', 'implementation', 'strings']",5891
864,Fair Game,A,500.0,"['implementation', 'sortings']",7376
863,Graphic Settings,G,,[],19
863,Almost Permutation,F,,['flows'],364
863,Turn Off The TV,E,,"['data structures', 'sortings']",931
863,Yet Another Array Queries Problem,D,,"['data structures', 'implementation']",1319
863,1-2-3,C,,"['graphs', 'implementation']",1278
863,Kayaking,B,,"['brute force', 'greedy', 'sortings']",2593
863,Quasi-palindrome,A,,"['brute force', 'implementation']",5292
862,Mahmoud and Ehab and the final stage,F,2750.0,"['data structures', 'strings']",69
862,Mahmoud and Ehab and the function,E,2000.0,"['binary search', 'data structures', 'sortings']",719
862,Mahmoud and Ehab and the binary string,D,1750.0,"['binary search', 'divide and conquer']",965
862,Mahmoud and Ehab and the xor,C,1500.0,['constructive algorithms'],2454
862,Mahmoud and Ehab and the bipartiteness,B,1000.0,"['dfs and similar', 'graphs', 'trees']",4950
862,Mahmoud and Ehab and the MEX,A,500.0,['implementation'],6447
860,Arkady and a Nobody-men,E,2250.0,"['data structures', 'dfs and similar', 'trees']",158
859,Circle of Numbers,G,3000.0,['math'],70
859,Ordering T-Shirts,F,2750.0,['greedy'],75
859,Desk Disorder,E,2000.0,"['combinatorics', 'dfs and similar', 'dsu', 'graphs', 'trees']",901
859,Third Month Insanity,D,1500.0,"['dp', 'probabilities']",594
859,Pie Rules,C,1000.0,"['dp', 'games']",2465
859,Lazy Security Guard,B,750.0,"['brute force', 'math']",3717
859,Declined Finalists,A,500.0,['greedy'],4241
858,Wizard's Tour,F,3000.0,"['constructive algorithms', 'dfs and similar']",491
858,Tests Renumeration,E,2500.0,['implementation'],363
858,Polycarp's phone book,D,2000.0,"['data structures', 'sortings']",2155
858,Did you mean...,C,1500.0,"['dp', 'greedy', 'implementation']",3300
858,Which floor?,B,750.0,['brute force'],2529
858,k-rounding,A,750.0,"['brute force', 'math', 'number theory']",4595
856,To Play or not to Play,F,,['greedy'],20
856,Satellites,E,,[],28
856,Masha and Cactus,D,,[],153
856,Eleventh Birthday,C,,"['combinatorics', 'dp', 'math']",175
856,Similar Words,B,,"['dp', 'strings']",244
856,Set Theory,A,,"['brute force', 'constructive algorithms']",678
855,Harry Vs Voldemort,G,3500.0,"['dp', 'graphs', 'trees']",37
855,Nagini,F,3000.0,['data structures'],99
855,Salazar Slytherin's Locket,E,2500.0,"['bitmasks', 'dp']",608
855,Rowena Ravenclaw's Diadem,D,2000.0,['trees'],313
855,Helga Hufflepuff's Cup,C,1500.0,"['dp', 'trees']",958
855,Marvolo Gaunt's Ring,B,1000.0,"['brute force', 'data structures', 'dp']",3334
855,Tom Riddle's Diary,A,500.0,"['brute force', 'implementation', 'strings']",5640
854,Maxim Buys an Apartment,B,1000.0,['constructive algorithms'],5857
854,Fraction,A,500.0,"['brute force', 'constructive algorithms', 'math']",7730
853,Lada Malina,E,2500.0,"['data structures', 'geometry']",26
853,Michael and Charging Stations,D,1750.0,"['binary search', 'dp']",364
853,Boredom,C,1750.0,['data structures'],957
853,Jury Meeting,B,750.0,"['greedy', 'sortings', 'two pointers']",1859
853,Planning,A,750.0,['greedy'],4268
852,Dating,I,,"['brute force', 'dfs and similar', 'graphs', 'trees']",266
852,Bob and stages,H,,"['dp', 'geometry']",45
852,Bathroom terminal,G,,['implementation'],786
852,Product transformation,F,,"['combinatorics', 'math', 'number theory']",345
852,Casinos and travel,E,,['dp'],464
852,Exploration plan,D,,"['binary search', 'flows', 'graph matchings', 'shortest paths']",367
852,Property,C,,"['greedy', 'sortings']",201
852,Neural Network country,B,,"['dp', 'matrices']",521
852,Digits,A,,"['brute force', 'implementation', 'math']",195
851,Arpa and an exam about geometry,B,1000.0,"['geometry', 'math']",3647
851,Arpa and a research in Mexican wave,A,500.0,['implementation'],5889
850,Rainbow Balls,F,2500.0,['math'],67
850,Random Elections,E,2000.0,"['bitmasks', 'brute force', 'divide and conquer', 'fft', 'math']",109
850,Tournament Construction,D,1750.0,"['constructive algorithms', 'dp', 'graphs', 'greedy', 'math']",148
850,Arpa and a game with Mojtaba,C,1250.0,"['bitmasks', 'dp', 'games']",687
850,Arpa and a list of numbers,B,1000.0,"['implementation', 'number theory']",1219
850,Five Dimensional Points,A,500.0,"['brute force', 'geometry', 'math']",2363
849,Tell Your World,B,1000.0,"['brute force', 'geometry']",2494
849,Odds and Ends,A,500.0,['implementation'],6110
848,Days of Floral Colours,E,2500.0,"['combinatorics', 'divide and conquer', 'dp', 'fft', 'math']",25
848,Shake It!,D,1750.0,"['combinatorics', 'dp', 'flows', 'graphs']",83
848,Goodbye Souvenir,C,1750.0,"['data structures', 'divide and conquer']",400
848,Rooter's Song,B,1000.0,"['constructive algorithms', 'data structures', 'geometry', 'implementation', 'sortings', 'two pointers']",1197
848,From Y to Y,A,500.0,['constructive algorithms'],3595
847,Weather Tomorrow,M,,['implementation'],3378
847,Berland SU Computer Network,L,,"['dfs and similar', 'hashing', 'trees']",212
847,Travel Cards,K,,['sortings'],997
847,Students Initiation,J,,"['binary search', 'flows']",348
847,Noise Level,I,,['dfs and similar'],1093
847,Load Testing,H,,[],1712
847,University Classes,G,,['implementation'],3402
847,Berland Elections,F,,['greedy'],590
847,Packmen,E,,['binary search'],986
847,Dog Show,D,,"['data structures', 'greedy']",552
847,Sum of Nestings,C,,[],1501
847,Preparing for Merge Sort,B,,['binary search'],2024
847,Union of Doubly Linked Lists,A,,['implementation'],2317
846,Random Query,F,,"['data structures', 'math', 'probabilities', 'two pointers']",743
846,Chemistry in Berland,E,,"['dfs and similar', 'greedy', 'trees']",310
846,Monitor,D,,"['binary search', 'data structures']",904
846,Four Segments,C,,"['brute force', 'dp']",1056
846,Math Show,B,,"['brute force', 'greedy']",1300
846,Curriculum Vitae,A,,"['brute force', 'implementation']",2345
845,Shortest Path Problem?,G,,"['dfs and similar', 'graphs', 'math']",419
845,Guards In The Storehouse,F,,"['bitmasks', 'dp']",137
845,Fire in the City,E,,"['binary search', 'data structures']",223
845,Driving Test,D,,"['data structures', 'dp', 'greedy']",1335
845,Two TVs,C,,"['data structures', 'greedy', 'sortings']",3277
845,Luba And The Ticket,B,,"['brute force', 'greedy', 'implementation']",2902
845,Chess Tourney,A,,"['implementation', 'sortings']",4711
844,Rectangles,B,1000.0,"['combinatorics', 'math']",3676
844,Diversity,A,500.0,['implementation'],5544
843,Maximum Flow,E,2250.0,"['flows', 'graphs']",66
843,Dynamic Shortest Path,D,2250.0,"['graphs', 'shortest paths']",137
843,Upgrading Tree,C,1750.0,"['constructive algorithms', 'dfs and similar', 'graphs', 'math', 'trees']",189
843,Interactive LowerBound,B,1000.0,"['brute force', 'probabilities']",1307
843,Sorting by Subsequences,A,500.0,"['dfs and similar', 'dsu', 'implementation', 'math', 'sortings']",3649
842,Nikita and game,E,2500.0,"['binary search', 'dfs and similar', 'divide and conquer', 'graphs', 'trees']",103
842,Vitya and Strange Lesson,D,2000.0,"['binary search', 'data structures']",1417
842,Ilya And The Tree,C,1500.0,"['dfs and similar', 'graphs', 'math', 'number theory', 'trees']",2055
842,Gleb And Pizza,B,1000.0,['geometry'],6437
842,Kirill And The Game,A,500.0,"['brute force', 'two pointers']",5850
841,Godsend,B,1000.0,"['games', 'math']",6744
841,Generous Kefa,A,500.0,"['brute force', 'implementation']",7999
840,In a Trap,E,2500.0,['trees'],112
840,Destiny,D,2000.0,"['data structures', 'probabilities']",463
840,On the Bench,C,1500.0,"['combinatorics', 'dp']",552
840,Leha and another game about graph,B,1000.0,"['constructive algorithms', 'data structures', 'dfs and similar', 'dp', 'graphs']",1265
840,Leha and Function,A,500.0,"['combinatorics', 'greedy', 'math', 'number theory', 'sortings']",5395
839,Mother of Dragons,E,2500.0,"['brute force', 'graphs', 'math', 'meet-in-the-middle']",379
839,Winter is here,D,2000.0,"['combinatorics', 'dp', 'math', 'number theory']",1490
839,Journey,C,1500.0,"['dfs and similar', 'dp', 'graphs', 'probabilities', 'trees']",5256
839,Game of the Rows,B,1000.0,"['brute force', 'greedy', 'implementation']",2496
839,Arya and Bran,A,500.0,['implementation'],9045
838,Expected Earnings,F,,[],20
838,Convex Countour,E,,['dp'],156
838,Airplane Arrangements,D,,"['math', 'number theory']",89
838,Future Failure,C,,"['dp', 'games']",35
838,Diverging Directions,B,,"['data structures', 'dfs and similar', 'trees']",204
838,Binary Blocks,A,,['brute force'],512
837,Functions On The Segments,G,,['data structures'],198
837,Prefix Sums,F,,"['binary search', 'brute force', 'combinatorics', 'math', 'matrices']",310
837,Vasya's Function,E,,"['binary search', 'implementation', 'math']",786
837,Round Subset,D,,"['dp', 'math']",1352
837,Two Seals,C,,['brute force'],2418
837,Flag of Berland,B,,"['brute force', 'implementation']",2397
837,Text Volume,A,,['implementation'],5362
835,Roads in the Kingdom,F,2250.0,"['dfs and similar', 'dp', 'graphs', 'trees']",273
835,The penguin's game,E,2250.0,"['binary search', 'constructive algorithms']",498
835,Palindromic characteristics,D,1500.0,"['brute force', 'dp', 'hashing', 'strings']",1860
835,Star sky,C,1250.0,"['dp', 'implementation']",4058
835,The number on the board,B,750.0,['greedy'],7127
835,Key races,A,500.0,['math'],9283
834,The Festive Evening,B,1000.0,"['data structures', 'implementation']",5358
834,The Useless Toy,A,500.0,['implementation'],6136
833,Caramel Clouds,E,2500.0,"['data structures', 'dp', 'sortings']",40
833,Red-Black Cobweb,D,2250.0,"['data structures', 'divide and conquer', 'implementation', 'trees']",115
833,Ever-Hungry Krakozyabra,C,1500.0,"['brute force', 'greedy']",237
833,The Bakery,B,1250.0,"['binary search', 'data structures', 'dp', 'two pointers']",1339
833,The Meaningless Game,A,500.0,"['math', 'number theory']",3786
832,Vasya and Shifts,E,2500.0,['matrices'],148
832,"Misha, Grisha and Underground",D,2000.0,"['dfs and similar', 'trees']",1718
832,Strange Radiation,C,1750.0,"['binary search', 'implementation', 'math']",296
832,Petya and Exam,B,1000.0,['implementation'],3301
832,Sasha and Sticks,A,500.0,"['games', 'math']",9550
831,Jury Marks,C,1000.0,['brute force'],2609
831,Keyboard Layouts,B,750.0,"['implementation', 'strings']",7383
831,Unimodal Array,A,500.0,['implementation'],6531
830,Perpetual Motion Machine,E,2250.0,"['constructive algorithms', 'implementation', 'math', 'trees']",73
830,Singer House,D,2250.0,"['combinatorics', 'dp', 'trees']",261
830,Bamboo Partition,C,1500.0,"['brute force', 'math', 'number theory', 'sortings', 'two pointers']",663
830,Cards Sorting,B,1000.0,"['data structures', 'implementation', 'sortings']",1808
830,Office Keys,A,500.0,"['binary search', 'brute force', 'dp', 'greedy', 'sortings']",2744
828,Black Square,B,750.0,['implementation'],4189
828,Restaurant Tables,A,500.0,['implementation'],5128
827,Dirty Arkady's Kitchen,F,2500.0,"['dp', 'shortest paths']",73
827,Rusty String,E,1750.0,"['fft', 'math']",336
827,Best Edge Weight,D,1750.0,"['data structures', 'dfs and similar', 'graphs', 'trees']",380
827,DNA Evolution,C,1500.0,['data structures'],995
827,High Load,B,750.0,"['constructive algorithms', 'greedy', 'trees']",2251
827,String Reconstruction,A,500.0,"['data structures', 'greedy']",2642
825,Tree Queries,G,,"['dfs and similar', 'graphs', 'trees']",318
825,String Compression,F,,"['dp', 'hashing', 'string suffix structures', 'strings']",408
825,Minimal Labels,E,,"['data structures', 'dfs and similar', 'graphs', 'greedy']",1103
825,Suitable Replacement,D,,"['greedy', 'implementation']",1738
825,Multi-judge Solving,C,,"['greedy', 'implementation']",2716
825,Five-In-a-Row,B,,"['brute force', 'implementation']",2497
825,Binary Protocol,A,,['implementation'],4514
822,Madness,F,2500.0,"['constructive algorithms', 'dfs and similar', 'trees']",158
822,Liar,E,2250.0,"['binary search', 'dp', 'hashing', 'string suffix structures']",313
822,My pretty girl Noora,D,1750.0,"['brute force', 'dp', 'greedy', 'math', 'number theory']",2017
822,"Hacker, pack your bags!",C,1250.0,"['binary search', 'greedy', 'implementation', 'sortings']",2885
822,Crossword solving,B,750.0,"['brute force', 'implementation', 'strings']",6284
822,I'm bored with life,A,500.0,"['implementation', 'math', 'number theory']",10722
821,Okabe and El Psy Kongroo,E,2500.0,"['dp', 'matrices']",877
821,Okabe and City,D,2000.0,"['graphs', 'shortest paths']",699
821,Okabe and Boxes,C,1500.0,"['data structures', 'trees']",3593
821,Okabe and Banana Trees,B,1000.0,"['brute force', 'math']",4277
821,Okabe and Future Gadget Laboratory,A,500.0,['implementation'],5946
820,Mister B and Angle in Polygon,B,1000.0,"['constructive algorithms', 'geometry', 'math']",3907
820,Mister B and Book Reading,A,500.0,['implementation'],5957
819,Mister B and Flight to the Moon,E,2500.0,"['constructive algorithms', 'graphs']",170
819,Mister B and Astronomers,D,2000.0,['number theory'],91
819,Mister B and Beacons on Field,C,1500.0,['number theory'],131
819,Mister B and PR Shifts,B,1000.0,"['data structures', 'implementation']",1143
819,Mister B and Boring Game,A,500.0,[],191
818,Four Melodies,G,,"['flows', 'graphs']",150
818,Level Generation,F,,"['binary search', 'math', 'ternary search']",468
818,Card Game Again,E,,"['binary search', 'data structures', 'number theory', 'two pointers']",878
818,Multicolored Cars,D,,"['data structures', 'implementation']",1809
818,Sofa Thief,C,,"['brute force', 'implementation']",686
818,Permutation Game,B,,['implementation'],1804
818,Diplomas and Certificates,A,,"['implementation', 'math']",3759
817,MEX Queries,F,,"['binary search', 'data structures', 'trees']",521
817,Choosing The Commander,E,,"['bitmasks', 'data structures', 'trees']",796
817,Imbalanced Array,D,,"['data structures', 'divide and conquer', 'dsu', 'sortings']",1245
817,Really Big Numbers,C,,"['binary search', 'brute force', 'dp', 'math']",2518
817,Makes And The Product,B,,"['combinatorics', 'implementation', 'math', 'sortings']",2603
817,Treasure Hunt,A,,"['implementation', 'math', 'number theory']",3345
816,Karen and Coffee,B,1000.0,"['binary search', 'data structures', 'implementation']",4750
816,Karen and Morning,A,500.0,"['brute force', 'implementation']",6266
815,Karen and Neighborhood,E,2250.0,"['binary search', 'constructive algorithms', 'implementation']",112
815,Karen and Cards,D,2250.0,"['binary search', 'combinatorics', 'data structures', 'geometry']",244
815,Karen and Supermarket,C,1500.0,"['brute force', 'dp', 'trees']",965
815,Karen and Test,B,1250.0,"['brute force', 'combinatorics', 'constructive algorithms', 'math']",980
815,Karen and Game,A,500.0,"['brute force', 'greedy', 'implementation']",4083
814,An unavoidable detour for home,E,2500.0,"['combinatorics', 'dp', 'graphs', 'shortest paths']",315
814,An overnight dance in discotheque,D,1750.0,"['dfs and similar', 'dp', 'geometry', 'greedy', 'trees']",1334
814,An impassioned circulation of affection,C,1750.0,"['brute force', 'dp', 'strings', 'two pointers']",3307
814,An express train to reveries,B,1000.0,['constructive algorithms'],4275
814,An abandoned sentiment from past,A,500.0,"['constructive algorithms', 'greedy', 'implementation', 'sortings']",6984
813,Bipartite Checking,F,,"['data structures', 'dsu', 'graphs']",216
813,Army Creation,E,,"['binary search', 'data structures']",665
813,Two Melodies,D,,"['dp', 'flows']",365
813,The Tag Game,C,,"['dfs and similar', 'graphs']",2109
813,The Golden Age,B,,"['brute force', 'math']",1889
813,The Contest,A,,['implementation'],3154
812,Sagheer and Apple Tree,E,2500.0,['games'],616
812,Sagheer and Kindergarten,D,2000.0,"['dfs and similar', 'graphs', 'implementation']",223
812,Sagheer and Nubian Market,C,1500.0,['binary search'],4722
812,"Sagheer, the Hausmeister",B,1000.0,"['bitmasks', 'brute force', 'dp']",3023
812,Sagheer and Crossroads,A,500.0,['implementation'],4934
811,Vladik and Entertaining Flags,E,2500.0,"['data structures', 'dsu', 'graphs']",386
811,Vladik and Favorite Game,D,2000.0,"['constructive algorithms', 'dfs and similar', 'graphs']",934
811,Vladik and Memorable Trip,C,1500.0,"['dp', 'implementation']",2127
811,Vladik and Complicated Book,B,1000.0,"['implementation', 'sortings']",4735
811,Vladik and Courtesy,A,500.0,"['brute force', 'implementation']",7384
810,Summer sell-off,B,1000.0,"['greedy', 'sortings']",4433
810,Straight <<A>>,A,500.0,"['implementation', 'math']",6013
809,Surprise me!,E,2500.0,"['divide and conquer', 'math', 'number theory', 'trees']",140
809,Hitchhiking in the Baltic States,D,2000.0,"['data structures', 'dp']",227
809,Find a car,C,1500.0,"['combinatorics', 'divide and conquer', 'dp']",378
809,Glad to see you!,B,1000.0,['binary search'],907
809,Do you want a date?,A,500.0,"['implementation', 'math', 'sortings']",3516
808,Anthem of Berland,G,,"['dp', 'strings']",388
808,Card Game,F,,"['binary search', 'flows', 'graphs']",335
808,Selling Souvenirs,E,,"['dp', 'greedy', 'ternary search']",748
808,Array Division,D,,"['binary search', 'data structures', 'implementation']",2159
808,Tea Party,C,,"['constructive algorithms', 'greedy']",2953
808,Average Sleep Time,B,,"['data structures', 'math']",3344
808,Lucky Year,A,,['implementation'],4823
807,T-Shirt Hunt,B,1000.0,"['brute force', 'implementation']",3046
807,Is it rated?,A,500.0,"['implementation', 'sortings']",5980
805,3-palindrome,B,1000.0,['constructive algorithms'],7697
805,Fake NP,A,500.0,['math'],8637
804,Fake bullions,F,3000.0,"['combinatorics', 'dfs and similar', 'dp', 'graphs', 'number theory']",30
804,The same permutation ,E,2500.0,['constructive algorithms'],165
804,Expected diameter of a tree,D,2000.0,"['binary search', 'brute force', 'dfs and similar', 'dp', 'sortings', 'trees']",621
804,Ice cream coloring,C,1500.0,"['constructive algorithms', 'dfs and similar']",1163
804,Minimum number of steps,B,1000.0,"['greedy', 'implementation', 'math']",5672
804,Find Amir,A,500.0,"['constructive algorithms', 'greedy', 'math']",9006
803,Periodic RMQ Problem,G,,['data structures'],316
803,Coprime Subsequences,F,,"['bitmasks', 'combinatorics', 'number theory']",725
803,Roma and Poker,E,,"['dp', 'graphs']",811
803,Magazine Ad,D,,"['binary search', 'greedy']",1204
803,Maximal GCD,C,,"['greedy', 'math']",1817
803,Distances to Zero,B,,['constructive algorithms'],3240
803,Maximal Binary Matrix,A,,['constructive algorithms'],2409
802,April Fools' Problem (hard),O,,"['binary search', 'data structures', 'flows']",67
802,April Fools' Problem (medium),N,,"['binary search', 'flows']",194
802,April Fools' Problem (easy),M,,"['greedy', 'sortings']",1284
802,Send the Fool Further! (hard),L,,"['dfs and similar', 'dp', 'math', 'trees']",89
802,Send the Fool Further! (medium),K,,"['dp', 'trees']",325
802,Send the Fool Further! (easy),J,,"['dfs and similar', 'trees']",922
802,Fake News (hard),I,,['string suffix structures'],235
802,Fake News (medium),H,,"['constructive algorithms', 'strings']",213
802,Fake News (easy),G,,['implementation'],1700
802,Marmots (hard),F,,"['math', 'probabilities']",73
802,Marmots (medium),E,,['math'],159
802,Marmots (easy),D,,['math'],291
802,Heidi and Library (hard),C,,['flows'],126
802,Heidi and Library (medium),B,,"['data structures', 'greedy']",576
802,Heidi and Library (easy),A,,['greedy'],759
801,Valued Keys,B,1000.0,"['constructive algorithms', 'greedy', 'strings']",5570
801,Vicious Keyboard,A,500.0,['brute force'],5268
799,Cut the pie,G,3500.0,"['binary search', 'data structures', 'geometry']",43
799,Beautiful fountains rows,F,3250.0,['data structures'],98
799,Aquarium decoration,E,2500.0,"['data structures', 'greedy', 'two pointers']",516
799,Field expansion,D,2000.0,"['brute force', 'dp', 'meet-in-the-middle']",1314
799,Fountains,C,1500.0,"['binary search', 'data structures']",2309
799,T-shirt buying,B,1000.0,"['data structures', 'implementation']",3747
799,Carrot Cakes,A,500.0,"['brute force', 'implementation']",5286
798,Mike and code of a permutation,E,2500.0,"['constructive algorithms', 'data structures', 'graphs', 'sortings']",154
798,Mike and distribution,D,2000.0,"['constructive algorithms', 'sortings']",1132
798,Mike and gcd problem,C,1500.0,"['dp', 'greedy', 'number theory']",3140
798,Mike and strings,B,1000.0,"['brute force', 'dp', 'strings']",4946
798,Mike and palindrome,A,500.0,"['brute force', 'constructive algorithms', 'strings']",9221
797,Mice and Holes,F,,"['data structures', 'dp', 'greedy', 'sortings']",267
797,Array Queries,E,,"['brute force', 'data structures', 'dp']",1183
797,Broken BST,D,,"['data structures', 'dfs and similar']",779
797,Minimal string,C,,"['greedy', 'strings']",2049
797,Odd sum,B,,"['dp', 'greedy']",3626
797,k-Factorization,A,,"['implementation', 'math', 'number theory']",4097
796,Sequence Recovery,F,2500.0,"['bitmasks', 'data structures', 'greedy']",72
796,Exam Cheating,E,2000.0,"['binary search', 'dp']",307
796,Police Stations,D,1500.0,"['constructive algorithms', 'dfs and similar', 'dp', 'graphs', 'shortest paths', 'trees']",1604
796,Bank Hacking,C,1000.0,"['constructive algorithms', 'data structures', 'dp', 'trees']",1909
796,Find The Bone,B,750.0,['implementation'],5659
796,Buying A House,A,500.0,"['brute force', 'implementation']",8000
794,Replace All,G,3500.0,"['combinatorics', 'dp', 'math']",62
794,Leha and security system,F,2750.0,['data structures'],332
794,Choosing Carrot,E,2500.0,"['games', 'math']",248
794,Labelling Cities,D,2000.0,"['dfs and similar', 'graphs', 'hashing']",501
794,Naming Company,C,1750.0,"['games', 'greedy', 'sortings']",2091
794,Cutting Carrot,B,1000.0,"['geometry', 'math']",3639
794,Bank Robbery,A,500.0,"['brute force', 'implementation']",4274
793,Oleg and chess,G,3500.0,"['flows', 'graph matchings']",71
793,Julia the snail,F,3000.0,"['data structures', 'divide and conquer', 'dp']",111
793,Problem of offices,E,2500.0,"['constructive algorithms', 'dfs and similar', 'dp', 'trees']",133
793,Presents in Bankopolis,D,2000.0,"['dp', 'graphs', 'shortest paths']",936
793,Mice problem,C,1500.0,"['geometry', 'implementation', 'math', 'sortings']",858
793,Igor and his way to work,B,1000.0,"['dfs and similar', 'graphs', 'implementation', 'shortest paths']",2386
793,Oleg and shares,A,500.0,"['implementation', 'math']",4051
792,Mages and Monsters,F,,"['data structures', 'geometry']",52
792,Colored Balls,E,,"['greedy', 'math']",466
792,Paths in a Complete Binary Tree,D,,"['bitmasks', 'trees']",1513
792,Divide by Three,C,,"['dp', 'greedy', 'math', 'number theory']",1732
792,Counting-out Rhyme,B,,['implementation'],3589
792,New Bus Route,A,,"['implementation', 'sortings']",4999
791,Bear and Big Brother,A,500.0,['implementation'],15604
789,Masha and geometric depression,B,1000.0,"['brute force', 'implementation', 'math']",3474
789,Anastasia and pebbles,A,500.0,"['implementation', 'math']",6413
788,New task,E,2250.0,['data structures'],135
788,Finding lines,D,2000.0,"['constructive algorithms', 'divide and conquer']",113
788,The Great Mixing,C,1500.0,"['dfs and similar', 'graphs', 'shortest paths']",1190
788,Weird journey,B,1250.0,"['combinatorics', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs']",1436
788,Functions again,A,500.0,"['dp', 'two pointers']",4998
787,Not Afraid,B,1000.0,"['greedy', 'implementation']",4392
787,The Monster,A,500.0,"['brute force', 'math']",6303
786,ALT,E,2500.0,"['data structures', 'flows', 'graphs', 'trees']",106
786,Rap God,D,2000.0,"['data structures', 'dfs and similar', 'hashing', 'strings', 'trees']",44
786,Till I Collapse,C,1500.0,"['data structures', 'divide and conquer']",801
786,Legacy,B,1000.0,"['data structures', 'graphs', 'shortest paths']",1053
786,Berzerk,A,750.0,"['dfs and similar', 'dp', 'games']",1460
785,Anton and Permutation,E,2500.0,"['brute force', 'data structures']",745
785,Anton and School - 2,D,2250.0,"['combinatorics', 'math', 'number theory']",1359
785,Anton and Fairy Tale,C,1500.0,"['binary search', 'math']",4525
785,Anton and Classes,B,1000.0,"['greedy', 'sortings']",7117
785,Anton and Polyhedrons,A,500.0,"['implementation', 'strings']",12022
784,BF Calculator,G,,['*special'],558
784,Crunching Numbers Just for You,F,,"['*special', 'implementation']",630
784,Twisted Circuit,E,,"['*special', 'brute force', 'implementation']",1122
784,Touchy-Feely Palindromes,D,,"['*special', 'implementation']",231
784,INTERCALC,C,,"['*special', 'implementation']",391
784,Kids' Riddle,B,,['*special'],504
784,Numbers Joke,A,,['*special'],2088
780,Intranet of Buses,H,3500.0,"['binary search', 'geometry', 'implementation', 'two pointers']",40
780,Andryusha and Nervous Barriers,G,3000.0,"['data structures', 'dp']",273
780,Axel and Marston in Bitland,F,2500.0,"['bitmasks', 'dp', 'graphs', 'matrices']",573
780,Underground Lab,E,1750.0,"['dfs and similar', 'graphs']",1340
780,Innokenty and a Football League,D,1500.0,"['2-sat', 'graphs', 'greedy', 'implementation']",2051
780,Andryusha and Colored Balloons,C,1250.0,['dfs and similar'],4471
780,The Meeting Place Cannot Be Changed,B,1000.0,['binary search'],3877
780,Andryusha and Socks,A,500.0,['implementation'],7610
779,Dishonest Sellers,C,1000.0,"['greedy', 'sortings']",6592
779,Weird Rounding,B,1000.0,"['brute force', 'greedy']",6598
779,Pupils Redistribution,A,500.0,"['constructive algorithms', 'math']",6614
778,Selling Numbers,E,2250.0,"['dp', 'sortings']",138
778,Parquet Re-laying,D,2250.0,['constructive algorithms'],244
778,Peterson Polyglot,C,1500.0,"['brute force', 'dfs and similar', 'dsu', 'hashing', 'trees']",523
778,Bitwise Formula,B,1000.0,"['bitmasks', 'brute force', 'dfs and similar', 'expression parsing', 'implementation']",1569
778,String Game,A,500.0,"['binary search', 'greedy', 'strings']",4956
777,Hanoi Factory,E,2500.0,"['brute force', 'data structures', 'dp', 'greedy', 'sortings']",1793
777,Cloud of Hashtags,D,2000.0,"['binary search', 'greedy', 'implementation', 'strings']",2917
777,Alyona and Spreadsheet,C,1500.0,"['binary search', 'dp', 'implementation', 'two pointers']",3628
777,Game of Credit Cards,B,1000.0,"['data structures', 'dp', 'greedy', 'sortings']",5160
